id.plot,id.site,longitude,latitude,region,eco.id,eco.name,obs.year,esy4,site.type,hydrology,mngm.type,cwm.abu.oek.f,cwm.abu.oek.f.site,cwm.abu.oek.l,cwm.abu.oek.l.site,cwm.abu.sla,cwm.abu.height,cwm.abu.seedmass,fric.abu.sla,fric.abu.height,fric.abu.seedmass,fdis.abu.oek.f,fdis.abu.oek.l,fdis.abu.sla,fdis.abu.height,fdis.abu.seedmass,feve.abu.sla,feve.abu.height,feve.abu.seedmass
M_KAP_A3,M_KAP,12.23992028,51.87819202,centre,654,Central European mixed forests,2023,R,negative,fresh,mowing,4.84,5.12,6.98,6.91,235.36,0.73,0.0036,7.61,9.54,77.09859,0.39,0.08,1.05,1.18,1.17896,1.35,1.34,1.65643
M_KAP_A4,M_KAP,12.23992028,51.87819202,centre,654,Central European mixed forests,2023,R,negative,fresh,mowing,5.22,5.12,6.69,6.91,232.34,0.63,0.00321,2.42,4.54,92.77003,0.26,0.39,1.13,1.51,1.25816,1.1,1.52,1.31289
M_KOL_A1,M_KOL,11.82447632,51.50647081,centre,654,Central European mixed forests,2023,R,restored,dry,mowing,3.95,4.0975,7.3,7.285,205.44,0.39,0.00142,8.57,11.95,10.11408,0.37,0.6,1.76,1.94,1.78524,1.58,1.75,1.60489
M_KOL_A2,M_KOL,11.82447632,51.50647081,centre,654,Central European mixed forests,2023,R,restored,dry,mowing,4.45,4.0975,7.16,7.285,210.59,0.49,0.00109,12.23,13.83,12.51263,0.36,0.67,1.5,1.77,1.71759,1.54,1.7,1.45717
M_KOL_A3,M_KOL,11.82447632,51.50647081,centre,654,Central European mixed forests,2023,R,restored,dry,mowing,4,4.0975,7.47,7.285,201.88,0.44,0.00103,8.57,19.66,11.87677,0.25,0.66,1.57,1.76,1.87184,1.41,1.61,1.35164
M_KOL_A4,M_KOL,11.82447632,51.50647081,centre,654,Central European mixed forests,2023,V38,restored,dry,mowing,3.99,4.0975,7.21,7.285,187.05,0.44,0.00157,12.23,11.95,10.11408,0.44,0.67,1.51,2.03,1.68238,1.27,1.44,1.43952
M_KOT_A1,M_KOT,11.97743495,51.76112712,centre,654,Central European mixed forests,2022,R22,restored,fresh,none,4.44,4.3325,7.28,7.4175,235.57,0.51,0.0016,7.72,11.08,10.56214,0.27,0.44,1.42,1.42,1.45285,1.56,1.56,1.43161
M_KOT_A2,M_KOT,11.97743495,51.76112712,centre,654,Central European mixed forests,2022,R22,restored,fresh,none,4.18,4.3325,7.52,7.4175,226,0.5,0.00247,7.04,22.32,11.61255,0.16,0.51,1.59,1.41,1.64944,1.6,1.41,1.39065
M_KOT_A3,M_KOT,11.97743495,51.76112712,centre,654,Central European mixed forests,2022,R22,restored,fresh,none,4.58,4.3325,7.28,7.4175,232.77,0.48,0.00212,11.18,22.32,15.8461,0.28,0.5,1.34,1.25,1.45423,1.5,1.39,1.36085
M_KOT_A4,M_KOT,11.97743495,51.76112712,centre,654,Central European mixed forests,2022,R22,restored,fresh,none,4.13,4.3325,7.59,7.4175,231.43,0.51,0.00276,12,10.46,15.8461,0.12,0.53,1.61,1.5,1.50608,1.49,1.5,1.49402
M_KUH_A1,M_KUH,11.83230936,51.25517652,centre,654,Central European mixed forests,2022,R1A,restored,dry,grazing,3.06,3.0575,7.92,7.825,171.73,0.4,0.00311,28.25,46.77,27.2045,0.07,0.27,1.27,1.69,1.19,1.67,1.75,1.76451
M_KUH_A2,M_KUH,11.83230936,51.25517652,centre,654,Central European mixed forests,2022,R1A,restored,dry,grazing,3.06,3.0575,7.93,7.825,174.32,0.45,0.00321,12.12,16.8,10.88846,0.07,0.17,1.2,1.35,1.13485,1.55,1.85,1.75398
M_KUH_A3,M_KUH,11.83230936,51.25517652,centre,654,Central European mixed forests,2022,R1A,restored,dry,grazing,3.27,3.0575,7.5,7.825,184.57,0.21,0.00124,28.25,56.23,19.71145,0.34,0.51,1.46,3.03,1.6913,1.56,1.67,1.39279
M_KUH_A4,M_KUH,11.83230936,51.25517652,centre,654,Central European mixed forests,2022,R1A,restored,dry,grazing,2.84,3.0575,7.95,7.825,168.75,0.36,0.00252,27.73,68.81,19.71145,0.17,0.11,1.19,1.95,1.39381,1.43,1.35,1.29891
M_LOB_A1,M_LOB,11.9262047,51.63375412,centre,654,Central European mixed forests,2023,R,restored,fresh,mowing,4.14,4.1525,7.18,7.19,222.5,0.43,0.00505,4.52,21.12,16.33961,0.12,0.43,1.42,1.72,1.88525,1.17,1.61,1.36925
M_LOB_A2,M_LOB,11.9262047,51.63375412,centre,654,Central European mixed forests,2023,R22,restored,fresh,mowing,4.12,4.1525,7.36,7.19,237.8,0.59,0.00444,25.4,37.25,18.19943,0.21,0.58,1.54,2.32,1.64535,1.4,1.36,1.54406
M_LOB_A3,M_LOB,11.9262047,51.63375412,centre,654,Central European mixed forests,2023,R,restored,fresh,mowing,4.2,4.1525,7.21,7.19,217.71,0.49,0.00442,25.4,22.74,17.2144,0.23,0.63,1.45,1.86,1.7244,1.41,1.4,1.58033
M_LOB_A4,M_LOB,11.9262047,51.63375412,centre,654,Central European mixed forests,2023,R,restored,fresh,mowing,4.15,4.1525,7.01,7.19,209.37,0.43,0.00612,11.78,37.25,26.58334,0.26,0.52,1.39,1.7,1.81506,1.56,1.66,1.65728
M_NEL_A1,M_NEL,11.75335512,51.66467973,centre,654,Central European mixed forests,2022,R1B,restored,dry,grazing,1.99,2.575,8.24,8.07,147.74,0.36,0.00212,29.57,18.29,12.541,0.17,0.42,3.35,2.15,1.55043,1.94,1.49,1.4365
M_NEL_A2,M_NEL,11.75335512,51.66467973,centre,654,Central European mixed forests,2022,R,restored,dry,grazing,3.03,2.575,7.85,8.07,176.16,0.43,0.00366,14.49,13.57,12.541,0.13,0.4,1.36,1.36,1.10159,1.62,1.39,1.2111
M_NEL_A3,M_NEL,11.75335512,51.66467973,centre,654,Central European mixed forests,2022,R16,restored,dry,grazing,2.62,2.575,8.07,8.07,173.91,0.37,0.00211,22.57,29.63,5.48888,0.26,0.28,1.73,1.93,1.3233,1.62,1.66,1.48569
M_NEL_A4,M_NEL,11.75335512,51.66467973,centre,654,Central European mixed forests,2022,R1B,restored,dry,grazing,2.66,2.575,8.12,8.07,151.08,0.32,0.00261,42.11,19.97,15.97385,0.24,0.38,1.97,2.41,1.44171,2.01,1.39,1.35232
M_PRA_A1,M_PRA,12.67487398,51.84309028,centre,654,Central European mixed forests,2023,R,restored,moist,both,5.07,4.785,6.59,6.59,235.19,0.44,0.00311,19.46,203.53,56.25596,0.09,0.46,1.26,2.09,1.42484,1.55,1.47,1.54861
M_PRA_A2,M_PRA,12.67487398,51.84309028,centre,654,Central European mixed forests,2023,V,restored,moist,both,4.82,4.785,6.53,6.59,227.93,0.37,0.00271,20.38,17.53,21.17698,0.36,0.45,1.23,1.43,1.69644,1.14,1.28,1.64065
M_PRA_A3,M_PRA,12.67487398,51.84309028,centre,654,Central European mixed forests,2023,V,restored,moist,both,4.77,4.785,6.67,6.59,231.6,0.32,0.00168,20.38,117.44,21.17698,0.25,0.41,1.28,1.76,2.10093,1.16,1.18,1.31886
M_PRA_A4,M_PRA,12.67487398,51.84309028,centre,654,Central European mixed forests,2023,R,restored,moist,both,4.48,4.785,6.57,6.59,219.49,0.28,0.00102,11.78,60.32,28.96843,0.35,0.54,1.38,1.48,2.13554,1.49,1.26,1.50326
M_SKF_A1,M_SKF,11.57491171,52.02875982,centre,654,Central European mixed forests,2022,R22,restored,fresh,both,4.64,4.0925,7.23,7.3675,229.78,0.55,0.00158,19.24,21.12,26.72425,0.25,0.58,1.52,1.77,1.59176,1.18,1.41,1.37203
M_SKF_A2,M_SKF,11.57491171,52.02875982,centre,654,Central European mixed forests,2022,R22,restored,fresh,both,4.4,4.0925,7.28,7.3675,200.87,0.49,6.9e-4,8.41,21.12,7.73759,0.28,0.49,1.69,1.66,1.60525,1.42,1.55,1.58353
M_SKF_A3,M_SKF,11.57491171,52.02875982,centre,654,Central European mixed forests,2022,R22,restored,fresh,both,3.58,4.0925,7.55,7.3675,183.89,0.44,0.00121,18.46,17.27,10.48717,0.36,0.49,2.02,2.01,1.59719,1.68,1.54,1.51485
M_SKF_A4,M_SKF,11.57491171,52.02875982,centre,654,Central European mixed forests,2022,R1A,restored,fresh,both,3.75,4.0925,7.41,7.3675,177.5,0.36,6.9e-4,18.46,14.33,17.44567,0.31,0.45,1.61,1.45,1.7592,1.45,1.54,1.50416
M_SMH_A1,M_SMH,11.59779124,51.33296162,centre,654,Central European mixed forests,2023,R,negative,dry,none,3.27,3.245,7.98,7.855,177.63,0.42,0.00254,67.38,16.76,18.12448,0.22,0.17,1.41,1.63,1.4496,1.51,1.67,1.65123
M_SMH_A2,M_SMH,11.59779124,51.33296162,centre,654,Central European mixed forests,2023,R,negative,dry,none,3.26,3.245,7.95,7.855,175.56,0.36,0.00196,67.38,76.78,27.22029,0.24,0.24,1.45,2,1.73346,1.4,1.48,1.22751
M_SMH_A4,M_SMH,11.59779124,51.33296162,centre,654,Central European mixed forests,2023,R,negative,dry,none,3.13,3.245,7.94,7.855,173.85,0.47,0.00311,67.38,31.47,22.86514,0.13,0.11,1.14,1.2,1.20308,1.35,1.4,1.45999
M_SSB_A1,M_SSB,11.72160941,51.21551542,centre,654,Central European mixed forests,2022,R1A,positive,dry,grazing,2.43,2.5225,7.49,7.5425,197.62,0.24,0.00199,72.25,24.65,5.77374,0.32,0.57,1.91,3.01,1.27925,1.63,1.5,1.58669
M_SSB_A2,M_SSB,11.72160941,51.21551542,centre,654,Central European mixed forests,2022,R1A,positive,dry,grazing,2.79,2.5225,7.79,7.5425,181.09,0.33,0.00236,36.9,43.18,11.81098,0.23,0.36,1.38,2.3,1.39483,1.39,1.47,1.69156
M_SSB_A3,M_SSB,11.72160941,51.21551542,centre,654,Central European mixed forests,2022,R1A,positive,dry,grazing,2.56,2.5225,7.25,7.5425,188.14,0.27,0.00226,14.13,18.29,5.40386,0.35,0.69,1.54,2.45,1.29997,1.3,1.53,1.55381
M_SSL_A3,M_SSL,11.92439633,51.6336248,centre,654,Central European mixed forests,2023,R1A,positive,dry,none,2.95,2.93,7.31,7.9125,188.34,0.33,0.00146,8.62,30.15,10.02978,0.25,0.45,1.23,1.32,1.5138,1.62,1.54,1.59881
M_STA_A1,M_STA,12.03915626,51.87081962,centre,654,Central European mixed forests,2023,R22,restored,fresh,mowing,4.58,4.6875,7.24,7.2575,250.16,0.53,0.00131,8.28,157.79,21.03435,0.4,0.59,1.52,2.21,1.95255,1.58,1.51,1.72022
M_STA_A2,M_STA,12.03915626,51.87081962,centre,654,Central European mixed forests,2023,R22,restored,fresh,mowing,5.22,4.6875,7.16,7.2575,251.82,0.71,0.0017,6.1,22.74,9.20975,0.37,0.65,1.41,1.91,1.48037,1.44,1.67,1.74224
M_STA_A3,M_STA,12.03915626,51.87081962,centre,654,Central European mixed forests,2023,R,restored,fresh,mowing,4.46,4.6875,7.24,7.2575,246.06,0.53,0.0015,8.28,37.25,21.03435,0.42,0.51,1.4,2.23,1.62042,1.62,1.76,1.80242
M_STA_A4,M_STA,12.03915626,51.87081962,centre,654,Central European mixed forests,2023,R22,restored,fresh,mowing,4.49,4.6875,7.39,7.2575,244.44,0.68,0.00216,8.28,37.25,64.30386,0.36,0.61,1.58,2.12,1.40532,1.68,1.64,1.57558
M_STF_A1,M_STF,11.6869805,52.28069534,centre,654,Central European mixed forests,2023,R,restored,moist,mowing,4.67,5.0175,7.05,7.07,243.98,0.39,7.1e-4,11.08,18.35,118.64473,0.35,0.49,1.68,1.97,1.54007,1.78,1.46,1.44892
M_STF_A2,M_STF,11.6869805,52.28069534,centre,654,Central European mixed forests,2023,R22,restored,moist,mowing,4.83,5.0175,7.04,7.07,237.61,0.44,7.7e-4,13.29,22.74,118.64473,0.36,0.41,1.52,1.83,1.66349,1.67,1.51,1.51296
M_STF_A3,M_STF,11.6869805,52.28069534,centre,654,Central European mixed forests,2023,R22,restored,moist,mowing,5.13,5.0175,7.16,7.07,267.95,0.5,0.00115,31.65,22.74,41.12515,0.3,0.4,1.6,1.91,1.59086,1.6,1.45,1.53764
M_STF_A4,M_STF,11.6869805,52.28069534,centre,654,Central European mixed forests,2023,R22,restored,moist,mowing,5.44,5.0175,7.03,7.07,270.38,0.53,0.00105,33.03,22.74,32.15635,0.33,0.37,1.53,1.83,1.63534,1.3,1.56,1.4139
M_STI_A1,M_STI,11.83597112,51.65776367,centre,654,Central European mixed forests,2023,R,restored,moist,mowing,4.29,4.515,7.18,7.2025,237.89,0.56,0.00318,7.93,22.74,28.15501,0.21,0.46,1.37,1.89,1.41142,1.4,1.37,1.43194
M_STI_A2,M_STI,11.83597112,51.65776367,centre,654,Central European mixed forests,2023,R22,restored,moist,mowing,4.44,4.515,7.28,7.2025,237.01,0.56,0.00291,4.94,22.74,8.15184,0.25,0.66,1.48,1.96,1.41336,1.79,1.63,1.16828
M_STI_A3,M_STI,11.83597112,51.65776367,centre,654,Central European mixed forests,2023,R22,restored,moist,mowing,4.29,4.515,7.32,7.2025,242.56,0.64,0.00209,10.97,22.74,8.15184,0.21,0.57,1.51,1.74,1.58713,1.43,1.49,1.71254
M_STI_A4,M_STI,11.83597112,51.65776367,centre,654,Central European mixed forests,2023,R22,restored,moist,mowing,5.04,4.515,7.03,7.2025,254.81,0.59,0.00193,5.72,22.74,25.14454,0.18,0.64,1.49,2.38,1.53662,2.02,1.65,1.75183
M_STN_A1,M_STN,11.51118008,51.27824642,centre,654,Central European mixed forests,2023,V37,restored,dry,grazing,4.58,3.5075,7.54,7.705,230.64,0.32,0.00127,102.52,63.22,35.09273,0.72,0.52,1.82,2.27,1.59941,1.57,1.65,1.68806
M_STN_A2,M_STN,11.51118008,51.27824642,centre,654,Central European mixed forests,2023,R1A,restored,dry,grazing,3.66,3.5075,7.71,7.705,235.76,0.29,0.00146,102.52,60.77,35.09273,0.38,0.52,1.76,1.64,1.67851,1.4,1.43,1.72246
M_STN_A3,M_STN,11.51118008,51.27824642,centre,654,Central European mixed forests,2023,R1A,restored,dry,grazing,2.95,3.5075,7.57,7.705,190.18,0.3,0.00244,123,60.77,208.84567,0.31,0.57,1.92,2.28,2.28003,1.48,1.51,1.51439
M_STN_A4,M_STN,11.51118008,51.27824642,centre,654,Central European mixed forests,2023,R1A,restored,dry,grazing,2.84,3.5075,8,7.705,184.86,0.38,0.00347,102.52,35.76,27.90032,0.27,0.52,2,1.65,2.21198,1.54,1.39,1.55276
M_STP_A1,M_STP,12.05356323,51.87379422,centre,654,Central European mixed forests,2023,R22,positive,fresh,mowing,4.58,4.715,6.72,6.8925,253.19,0.39,0.00133,36.25,84.57,64.30386,0.39,0.62,1.34,2,2.00586,1.31,1.45,1.62059
M_SUL_A1,M_SUL,11.56157811,52.02835511,centre,654,Central European mixed forests,2022,R,negative,fresh,both,5.02,5.0025,7.89,7.865,258.95,0.51,0.00181,8.17,29.2,10.66445,0.03,0.18,1.07,1.26,1.11798,1.41,1.66,1.33107
M_SUL_A2,M_SUL,11.56157811,52.02835511,centre,654,Central European mixed forests,2022,R,negative,fresh,both,5,5.0025,7.91,7.865,256.88,0.51,0.00188,6.07,22.74,8.15184,0.02,0.14,1.03,1.2,1.07877,1.18,1.3,1.37429
M_SUL_A3,M_SUL,11.56157811,52.02835511,centre,654,Central European mixed forests,2022,R,negative,fresh,both,4.99,5.0025,7.8,7.865,259.38,0.46,0.00161,8.83,16.92,8.15184,0.01,0.31,1.1,1.55,1.23072,1.35,1.77,1.18178
M_SUL_A4,M_SUL,11.56157811,52.02835511,centre,654,Central European mixed forests,2022,R,negative,fresh,both,5,5.0025,7.86,7.865,257.02,0.51,0.0016,2.39,12.18,8.21084,0.01,0.23,1.02,1.24,1.22708,1.49,1.35,1.44014
M_TAN_A1,M_TAN,11.75682108,51.64052353,centre,654,Central European mixed forests,2022,R1A,restored,dry,grazing,3.33,3.115,7.43,7.82,178.73,0.25,0.00185,219.55,42.67,19.71596,0.26,0.59,2.09,2.18,1.70276,1.3,1.55,1.57269
M_TAN_A2,M_TAN,11.75682108,51.64052353,centre,654,Central European mixed forests,2022,R1A,restored,dry,grazing,3.1,3.115,7.86,7.82,184.15,0.3,0.00194,30.75,42.67,19.71145,0.19,0.41,2.03,2.15,1.41904,1.51,1.68,1.26134
M_TAN_A3,M_TAN,11.75682108,51.64052353,centre,654,Central European mixed forests,2022,R1A,restored,dry,grazing,2.97,3.115,8.02,7.82,168.05,0.34,0.00218,26.28,34.72,14.5145,0.04,0.24,1.7,2.04,1.39445,1.67,1.58,1.31914
M_TAN_A4,M_TAN,11.75682108,51.64052353,centre,654,Central European mixed forests,2022,R1A,restored,dry,grazing,3.06,3.115,7.97,7.82,172.86,0.4,0.00204,28.55,30.54,10.90944,0.07,0.26,2.35,1.45,1.41489,1.58,1.43,1.57442
M_TRE_A1,M_TRE,11.96757714,51.64524689,centre,654,Central European mixed forests,2023,R,restored,fresh,mowing,4.05,4.0225,7.1,7.1025,209.3,0.51,0.00149,33.03,18.87,8.15184,0.13,0.54,1.48,1.42,1.50917,1.58,1.59,1.36118
M_TRE_A2,M_TRE,11.96757714,51.64524689,centre,654,Central European mixed forests,2023,R,restored,fresh,mowing,3.9,4.0225,6.73,7.1025,205.93,0.46,0.002,12.97,39.08,9.20975,0.24,0.91,1.23,1.4,1.54605,1.53,1.55,1.30939
M_TRE_A3,M_TRE,11.96757714,51.64524689,centre,654,Central European mixed forests,2023,R22,restored,fresh,mowing,3.99,4.0225,7.19,7.1025,208.81,0.49,0.00221,12.97,21.12,32.15635,0.11,0.66,1.36,1.36,1.63053,1.39,1.7,1.35623
M_TRE_A4,M_TRE,11.96757714,51.64524689,centre,654,Central European mixed forests,2023,R22,restored,fresh,mowing,4.15,4.0225,7.39,7.1025,215.92,0.53,0.00196,10.87,22.74,17.2144,0.15,0.51,1.6,1.62,1.57256,1.71,1.89,1.41093
M_TRN_A1,M_TRN,11.96509704,51.64410826,centre,654,Central European mixed forests,2023,R,negative,moist,mowing,6.44,5.24,5.48,6.785,297.9,0.67,0.00247,33.03,21.12,7.73759,0.42,1.33,1.58,2,1.15426,1.43,1.46,1.21721
M_TRN_A2,M_TRN,11.96509704,51.64410826,centre,654,Central European mixed forests,2023,R,negative,moist,mowing,4.45,5.24,7.48,6.785,266.68,0.82,0.00193,13.33,14.91,3.24016,0.25,0.48,1.23,1.55,1.29726,1.17,1.51,1.48814
M_TRN_A3,M_TRN,11.96509704,51.64410826,centre,654,Central European mixed forests,2023,R,negative,moist,mowing,5,5.24,7.05,6.785,247.44,0.39,0.00136,7.38,11.32,4.09026,0,0.21,1.42,2.87,1.58382,1.57,1.58,1.7324600000000001
M_TRN_A4,M_TRN,11.96509704,51.64410826,centre,654,Central European mixed forests,2023,?,negative,moist,mowing,5.07,5.24,7.13,6.785,289.51,0.58,0.002,15.84,29.2,10.58783,0.07,0.35,2.01,2.24,1.69116,1.41,1.66,1.50438
M_TTH_A1,M_TTH,11.74525195,51.20022449,centre,654,Central European mixed forests,2023,R1A,restored,dry,grazing,2.76,2.6525,7.7,7.575,186.38,0.21,6.2e-4,74.64,42.67,208.84567,0.3,0.62,1.66,2.26,1.67226,1.57,1.74,1.49954
M_TTH_A2,M_TTH,11.74525195,51.20022449,centre,654,Central European mixed forests,2023,R1A,restored,dry,grazing,2.82,2.6525,7.89,7.575,161.96,0.27,7.2e-4,38.64,79.82,19.35166,0.27,0.67,1.71,1.71,1.43431,1.59,1.59,1.72204
M_TTH_A3,M_TTH,11.74525195,51.20022449,centre,654,Central European mixed forests,2023,R16,restored,dry,grazing,2.54,2.6525,7.32,7.575,195.58,0.15,8.1e-4,107.5,46.77,113.80342,0.32,0.45,1.5,2.32,1.64024,1.62,1.7,1.39012
M_TTH_A4,M_TTH,11.74525195,51.20022449,centre,654,Central European mixed forests,2023,R,restored,dry,grazing,2.49,2.6525,7.39,7.575,187.48,0.15,8.1e-4,21.62,83.77,113.80342,0.3,0.5,1.32,2.31,1.58737,1.51,1.49,1.30014
M_TTO_A1,M_TTO,11.73221691,51.18472096,centre,654,Central European mixed forests,2022,R1A,positive,dry,grazing,3.58,3.23,6.95,7.1525,210.49,0.28,7.8e-4,24.44,57.77,141.96711,0.31,0.48,1.64,1.98,2.40187,1.51,1.58,1.34669
M_TTO_A2,M_TTO,11.73221691,51.18472096,centre,654,Central European mixed forests,2022,R1A,positive,dry,grazing,3.15,3.23,7.2,7.1525,188.85,0.22,5.3e-4,33.53,49.47,362.26676,0.17,0.36,1.6,1.88,1.84519,1.65,1.59,1.46567
M_TTO_A3,M_TTO,11.73221691,51.18472096,centre,654,Central European mixed forests,2022,R1A,positive,dry,grazing,3.19,3.23,7.23,7.1525,192.46,0.2,0.00104,22.19,49.47,141.96711,0.3,0.41,1.42,2.31,1.64152,1.5,1.56,1.26105
M_TTO_A4,M_TTO,11.73221691,51.18472096,centre,654,Central European mixed forests,2022,R1A,positive,dry,grazing,3,3.23,7.23,7.1525,172.46,0.16,0.00127,23.06,49.47,147.5485,0.32,0.4,1.67,2.34,1.45147,1.5,1.61,1.13113
M_TTP_A1,M_TTP,11.75171156,51.20209679,centre,654,Central European mixed forests,2022,R1A,restored,dry,grazing,3.29,3.16,7.99,7.965,173.01,0.35,0.00142,26.72,42.81,204.69771,0.23,0.6,1.7,1.53,1.71514,1.66,1.48,1.28045
M_TTP_A2,M_TTP,11.75171156,51.20209679,centre,654,Central European mixed forests,2022,R1A,restored,dry,grazing,3.1,3.16,8.01,7.965,163.93,0.31,0.00152,39.48,73.07,19.08157,0.16,0.5,1.61,1.87,1.66898,1.7,1.57,1.59191
M_TTP_A3,M_TTP,11.75171156,51.20209679,centre,654,Central European mixed forests,2022,R1A,restored,dry,grazing,3.19,3.16,7.73,7.965,182.42,0.33,0.00152,26.72,38.21,19.71145,0.2,0.71,1.64,1.69,1.7949,1.41,1.59,1.53905
M_TTP_A4,M_TTP,11.75171156,51.20209679,centre,654,Central European mixed forests,2022,R1A,restored,dry,grazing,3.06,3.16,8.13,7.965,148.9,0.31,0.00167,26.28,56.23,147.5485,0.09,0.51,2.06,1.94,1.50782,1.59,1.59,1.44884
M_VOC_A1,M_VOC,12.33854304,51.85665776,centre,654,Central European mixed forests,2023,R,restored,fresh,mowing,4.88,4.945,6.82,6.995,242.14,0.44,0.00188,11.81,22.74,27.24964,0.25,0.56,1.43,1.75,1.86771,1.21,1.57,1.33565
M_VOC_A2,M_VOC,12.33854304,51.85665776,centre,654,Central European mixed forests,2023,R22,restored,fresh,mowing,4.81,4.945,7.21,6.995,230.36,0.54,0.00198,10.3,22.74,27.24964,0.34,0.62,1.44,1.74,2.35902,1.38,1.6,1.23886
M_VOC_A3,M_VOC,12.33854304,51.85665776,centre,654,Central European mixed forests,2023,R22,restored,fresh,mowing,5.41,4.945,6.99,6.995,251.47,0.57,0.00179,11.26,21.12,16.33961,0.42,0.49,1.68,1.72,1.86119,1.5,1.55,1.65297
M_VOC_A4,M_VOC,12.33854304,51.85665776,centre,654,Central European mixed forests,2023,R,restored,fresh,mowing,4.68,4.945,6.96,6.995,234.8,0.51,0.00221,9.16,13.83,17.2144,0.32,0.35,1.4,1.7,2.31408,1.58,1.62,1.86614
M_WDG_A1,M_WDG,11.4834876,52.2889212,centre,654,Central European mixed forests,2022,R22,restored,fresh,mowing,4.67,4.56,7.06,7.21,223.78,0.42,0.00179,16.47,17.27,13.23393,0.23,0.11,1.26,1.34,1.37251,1.59,1.44,1.67315
M_WDG_A2,M_WDG,11.4834876,52.2889212,centre,654,Central European mixed forests,2022,R22,restored,fresh,mowing,4.64,4.56,7.32,7.21,214.66,0.38,0.00121,14.39,92.46,18.96581,0.26,0.44,1.61,1.67,1.46759,1.4,1.37,1.60855
M_WDG_A3,M_WDG,11.4834876,52.2889212,centre,654,Central European mixed forests,2022,R,restored,fresh,mowing,4.59,4.56,7.19,7.21,175.92,0.32,0.00272,21.7,17.27,27.26766,0.27,0.3,1.69,2.08,1.79016,1.45,1.48,1.57884
M_WDG_A4,M_WDG,11.4834876,52.2889212,centre,654,Central European mixed forests,2022,R,restored,fresh,mowing,4.34,4.56,7.27,7.21,191.58,0.36,0.00139,16.47,21.12,10.1626,0.28,0.41,1.82,2.03,1.86233,1.71,1.49,1.53626
M_WED_A1,M_WED,11.48918164,52.2679638,centre,654,Central European mixed forests,2023,R22,restored,moist,mowing,4.99,5.0275,7.21,7.3375,246.8,0.72,0.00264,40.35,24.03,8.15184,0.18,0.77,1.54,2.08,1.30352,1.44,1.29,1.34954
M_WED_A2,M_WED,11.48918164,52.2679638,centre,654,Central European mixed forests,2023,R22,restored,moist,mowing,4.77,5.0275,7.21,7.3375,231.65,0.71,0.00243,11.91,9.9,7.26342,0.26,0.67,1.69,1.95,1.3285,1.46,1.66,1.2353
M_WED_A3,M_WED,11.48918164,52.2679638,centre,654,Central European mixed forests,2023,R22,restored,moist,mowing,5.03,5.0275,7.63,7.3375,229.9,0.83,0.00243,11.91,10.46,7.62903,0.17,0.54,1.98,1.75,1.21294,1.5,1.43,1.26896
M_WED_A4,M_WED,11.48918164,52.2679638,centre,654,Central European mixed forests,2023,R22,restored,moist,mowing,5.32,5.0275,7.3,7.3375,275.05,0.69,0.00188,9.75,11.71,18.20325,0.35,0.69,1.4,2.24,1.42658,1.67,1.65,1.58287
M_WEF_A1,M_WEF,11.17225431,52.17879519,centre,654,Central European mixed forests,2022,R,restored,moist,mowing,6.28,6.6075,6.23,6.54,254.17,0.63,5.7e-4,552.13,85.23,6.71351,0.33,0.33,1.3,1.19,1.31655,1.32,1.61,1.59313
M_WEF_A2,M_WEF,11.17225431,52.17879519,centre,654,Central European mixed forests,2022,Q53,restored,moist,mowing,7.77,6.6075,7.05,6.54,182.5,0.76,7.2e-4,431.23,85.23,25.03895,0.53,0.32,2.75,2.11,1.4453,1.5,1.35,1.58909
M_WEF_A3,M_WEF,11.17225431,52.17879519,centre,654,Central European mixed forests,2022,R,restored,moist,mowing,6.26,6.6075,6.67,6.54,238.86,0.44,4.8e-4,552.13,85.23,12.97046,0.56,0.54,2.04,2.06,1.57661,1.39,1.53,1.47904
M_WEF_A4,M_WEF,11.17225431,52.17879519,centre,654,Central European mixed forests,2022,R,restored,moist,mowing,6.12,6.6075,6.21,6.54,241.87,0.61,0.00104,5.78,85.23,9.29797,0.24,0.33,1.19,1.24,1.24665,1.3,1.37,1.30122
M_WLE_A1,M_WLE,11.20737972,52.18579459,centre,654,Central European mixed forests,2022,?,negative,moist,mowing,6.95,5.325,6.11,6.5975,290.43,0.64,2.4e-4,15.54,17.53,6.01319,0.07,0.19,1.36,1.07,1.32544,1.65,1.42,1.79565
M_WLE_A2,M_WLE,11.20737972,52.18579459,centre,654,Central European mixed forests,2022,R,negative,moist,mowing,4.63,5.325,6.82,6.5975,253.83,0.65,0.00104,6.36,10.68,7.73759,0.5,0.31,1.32,1.19,1.44817,1.03,1.21,1.54588
M_WLE_A3,M_WLE,11.20737972,52.18579459,centre,654,Central European mixed forests,2022,R,negative,moist,mowing,5.02,5.325,6.68,6.5975,254.13,0.64,9.9e-4,6.36,11.7,6.28156,0.67,0.42,1.36,1.19,1.50331,1.3,1.08,1.02587
M_WLE_A4,M_WLE,11.20737972,52.18579459,centre,654,Central European mixed forests,2022,R,negative,moist,mowing,4.7,5.325,6.78,6.5975,256.16,0.66,9.4e-4,6.36,17.54,8.76576,0.54,0.31,1.29,1.15,1.39234,1.3,1.18,1.06867
M_WUG_A1,M_WUG,11.91389537,51.85297179,centre,654,Central European mixed forests,2022,R,restored,fresh,grazing,5.76,6.3625,6.84,6.8075,242.55,0.5,0.00195,11.84,15.93,10.79376,0.3,0.33,1.4,2.02,1.71004,1.63,1.3,1.54247
