id.plot,id.site,longitude,latitude,region,eco.id,eco.name,obs.year,esy4,site.type,hydrology,mngm.type,cwm.abu.oek.f,cwm.abu.oek.f.site,cwm.abu.oek.l,cwm.abu.oek.l.site,cwm.abu.sla,cwm.abu.height,cwm.abu.seedmass,fric.abu.sla,fric.abu.height,fric.abu.seedmass,fdis.abu.oek.f,fdis.abu.oek.l,fdis.abu.sla,fdis.abu.height,fdis.abu.seedmass,feve.abu.sla,feve.abu.height,feve.abu.seedmass
M_WUG_A2,M_WUG,11.91389537,51.85297179,centre,654,Central European mixed forests,2022,R,restored,fresh,grazing,6.5,6.3625,6.67,6.8075,235.36,0.49,0.00167,13.2,29.84,32.14374,0.5,0.54,1.57,2.1,1.86244,1.57,1.44,1.31509
M_WUG_A3,M_WUG,11.91389537,51.85297179,centre,654,Central European mixed forests,2022,R,restored,fresh,grazing,6.59,6.3625,6.95,6.8075,246.23,0.46,0.00119,19.98,29.84,12.5196,0.52,0.51,1.77,1.79,2.25257,1.64,1.63,1.41643
M_WUG_A4,M_WUG,11.91389537,51.85297179,centre,654,Central European mixed forests,2022,R,restored,fresh,grazing,6.6,6.3625,6.77,6.8075,244.61,0.36,0.00158,21.4,29.84,83.79993,0.51,0.42,1.61,2.58,2.00287,1.54,1.83,1.38684
M_WUM_A1,M_WUM,11.94306453,51.83665149,centre,654,Central European mixed forests,2022,R,restored,fresh,grazing,5.77,6.4525,6.68,7.04,236.99,0.5,0.0011,14.57,17.53,16.33961,0.5,0.61,1.91,1.62,1.60553,1.59,1.35,1.4942
M_WUM_A2,M_WUM,11.94306453,51.83665149,centre,654,Central European mixed forests,2022,R,restored,fresh,grazing,6.41,6.4525,7.21,7.04,210.74,0.56,0.00181,9.75,6.71,103.81226,0.36,0.77,1.81,1.34,1.56138,1.63,1.56,1.22463
M_WUM_A3,M_WUM,11.94306453,51.83665149,centre,654,Central European mixed forests,2022,R,restored,fresh,grazing,6.79,6.4525,6.95,7.04,221.9,0.57,7.9e-4,11.84,15.93,82.05746,0.51,0.68,2.22,1.48,1.63596,1.42,1.59,1.29148
M_WUM_A4,M_WUM,11.94306453,51.83665149,centre,654,Central European mixed forests,2022,R36,restored,fresh,grazing,6.84,6.4525,7.32,7.04,228.22,0.6,5.6e-4,552.13,10.97,15.53832,0.41,0.56,2.38,1.44,2.2278,1.57,1.57,1.4471
M_WUN_A1,M_WUN,11.91088705,51.85409945,centre,654,Central European mixed forests,2022,V15,negative,fresh,mowing,5.93,6.2475,6.96,7.065,196.91,0.45,0.00333,9.75,11.03,8.15184,0.5,0.88,1.35,1.53,1.39601,1.34,1.69,1.40931
M_WUN_A2,M_WUN,11.91088705,51.85409945,centre,654,Central European mixed forests,2022,V15,negative,fresh,mowing,6.71,6.2475,7.71,7.065,185.21,0.54,0.00219,9.75,11.03,8.23526,0.26,0.44,1.25,1.29,1.20182,1.79,1.78,1.31803
M_WUN_A3,M_WUN,11.91088705,51.85409945,centre,654,Central European mixed forests,2022,V15,negative,fresh,mowing,6.52,6.2475,7.37,7.065,194.56,0.51,0.00253,9.75,93.35,8.23526,0.44,0.73,1.45,1.51,1.26294,1.26,1.34,1.43592
M_WUR_A2,M_WUR,11.95411022,51.83463992,centre,654,Central European mixed forests,2022,R35,positive,moist,mowing,6.45,7.095,6.97,7.02,283.45,0.58,7.3e-4,11.26,29.84,7.6043,0.35,0.12,1.71,1.88,1.54764,1.66,1.86,1.60035
N_AFE_A1,N_AFE,10.60355741,52.57145886,north,664,European Atlantic mixed forests,2023,R22,restored,fresh,both,4.21,4.65,7.49,6.94,263.56,0.64,0.00205,5.41,22.74,28.15501,0.17,0.53,1.26,2.45,1.33167,1.53,1.61,1.69657
N_AFE_A2,N_AFE,10.60355741,52.57145886,north,664,European Atlantic mixed forests,2023,R22,restored,fresh,both,4.69,4.65,6.71,6.94,219,0.41,0.00134,9.22,10.85,28.15501,0.25,0.63,1.53,1.72,1.64073,1.68,1.58,1.65366
N_AFE_A3,N_AFE,10.60355741,52.57145886,north,664,European Atlantic mixed forests,2023,R22,restored,fresh,both,4.69,4.65,6.71,6.94,218.34,0.35,0.00119,9.22,28.82,56.25596,0.26,0.71,1.49,1.92,1.69813,1.58,1.5,1.20278
N_AFE_A4,N_AFE,10.60355741,52.57145886,north,664,European Atlantic mixed forests,2023,R22,restored,fresh,both,5.01,4.65,6.85,6.94,244.75,0.34,0.00121,8.85,99.01,43.30321,0.35,0.6,1.66,2.05,1.92328,1.45,1.36,1.29591
N_ALA_A1,N_ALA,11.63909778,52.99585029,north,664,European Atlantic mixed forests,2022,R22,restored,fresh,mowing,5.2,5.095,6.93,6.84,223.43,0.58,6.2e-4,7.08,12.84,23.04331,0.55,0.67,1.62,1.28,1.59354,1.73,1.49,1.38291
N_ALA_A2,N_ALA,11.63909778,52.99585029,north,664,European Atlantic mixed forests,2022,R22,restored,fresh,mowing,5.06,5.095,6.82,6.84,225.2,0.54,0.00126,14.67,16.31,105.71441,0.49,0.67,1.47,1.33,1.53298,1.4,1.32,1.34504
N_ALA_A3,N_ALA,11.63909778,52.99585029,north,664,European Atlantic mixed forests,2022,R22,restored,fresh,mowing,4.91,5.095,6.91,6.84,223.27,0.56,0.00103,7.68,12.43,10.39223,0.42,0.53,1.55,1.42,1.38643,1.67,1.56,1.45432
N_ALA_A4,N_ALA,11.63909778,52.99585029,north,664,European Atlantic mixed forests,2022,R22,restored,fresh,mowing,5.21,5.095,6.7,6.84,237.83,0.56,0.0011,11.27,12.43,105.71441,0.51,0.53,1.51,1.45,1.43436,1.3,1.5,1.24136
N_ARE_A1,N_ARE,11.41380242,52.90835525,north,664,European Atlantic mixed forests,2022,R22,restored,fresh,mowing,5.35,5.41,7.01,7.0475,265.1,0.36,6.4e-4,5.41,9.78,77.09859,0.29,0.39,1.72,2.08,1.4039,1.5,1.66,1.16462
N_ARE_A2,N_ARE,11.41380242,52.90835525,north,664,European Atlantic mixed forests,2022,R22,restored,fresh,mowing,5.64,5.41,7.14,7.0475,293.57,0.57,6.7e-4,5.41,10.53,17.2144,0.27,0.29,1.57,1.41,1.496,1.58,1.5,1.40637
N_ARE_A3,N_ARE,11.41380242,52.90835525,north,664,European Atlantic mixed forests,2022,R22,restored,fresh,mowing,5.59,5.41,7.16,7.0475,286.03,0.56,6.7e-4,5.41,21.12,16.33961,0.29,0.33,1.63,1.5,1.49901,1.3,1.35,1.54974
N_ARE_A4,N_ARE,11.41380242,52.90835525,north,664,European Atlantic mixed forests,2022,R22,restored,fresh,mowing,5.06,5.41,6.88,7.0475,255.26,0.4,7.5e-4,5.41,10.53,81.2263,0.22,0.37,1.42,1.97,1.40327,1.31,1.43,1.14929
N_BEB_A1,N_BEB,10.58705219,52.56455023,north,664,European Atlantic mixed forests,2022,R22,restored,fresh,both,5.59,5.505,6.69,6.7625,285.43,0.52,0.00104,5.25,9.43,37.27973,0.25,0.43,1.84,1.55,2.19875,1.84,1.61,1.33192
N_BEB_A2,N_BEB,10.58705219,52.56455023,north,664,European Atlantic mixed forests,2022,R22,restored,fresh,both,5.15,5.505,6.67,6.7625,244.8,0.46,0.0015,15.28,9.6,37.27973,0.26,0.55,2,1.48,2.50914,1.23,1.98,1.77328
N_BEB_A3,N_BEB,10.58705219,52.56455023,north,664,European Atlantic mixed forests,2022,R22,restored,fresh,both,5.56,5.505,6.89,6.7625,289.09,0.55,8.5e-4,5.64,9.85,37.27973,0.3,0.35,1.85,1.48,1.98973,1.22,1.24,1.76361
N_BEB_A4,N_BEB,10.58705219,52.56455023,north,664,European Atlantic mixed forests,2022,R22,restored,fresh,both,5.72,5.505,6.8,6.7625,295.42,0.56,8.5e-4,5.41,8.25,26.72425,0.21,0.35,1.73,1.47,1.94195,1.48,1.27,1.61908
N_BEN_A1,N_BEN,10.61579891,52.64595831,north,664,European Atlantic mixed forests,2023,R,negative,fresh,mowing,5.27,5.3025,6.12,6.355,228.22,0.4,0.00356,5.41,10.49,28.15501,0.2,0.19,1.32,1.44,1.68832,1.44,1.31,1.57513
N_BEN_A2,N_BEN,10.61579891,52.64595831,north,664,European Atlantic mixed forests,2023,R,negative,fresh,mowing,5.76,5.3025,6.12,6.355,243.52,0.5,0.00118,5.41,10.49,8.15184,0.19,0.2,1.34,1.57,1.43445,1.56,1.47,1.6885
N_BEN_A3,N_BEN,10.61579891,52.64595831,north,664,European Atlantic mixed forests,2023,R,negative,fresh,mowing,5.27,5.3025,6.07,6.355,226.2,0.4,0.00332,5.41,9.85,28.15501,0.2,0.12,1.3,1.42,1.67122,1.44,1.41,1.76411
N_BIT_A1,N_BIT,9.712489826,54.06746828,north,664,European Atlantic mixed forests,2022,R22,restored,fresh,grazing,4.38,4.795,7.45,6.92,272.17,0.45,2.7e-4,5.64,9.75,10.79376,0.31,0.51,1.59,1.36,1.40256,1.48,1.47,1.73388
N_BIT_A2,N_BIT,9.712489826,54.06746828,north,664,European Atlantic mixed forests,2022,R22,restored,fresh,grazing,4.64,4.795,6.51,6.92,210.01,0.32,9.5e-4,5.64,20.12,10.79376,0.34,0.62,1.57,1.43,1.39627,1.51,1.42,1.4136
N_BIT_A3,N_BIT,9.712489826,54.06746828,north,664,European Atlantic mixed forests,2022,R22,restored,fresh,grazing,5.27,4.795,6.65,6.92,237.1,0.37,6.5e-4,6.27,20.12,37.27973,0.46,0.59,2.05,1.59,1.72244,1.39,1.44,1.54216
N_BIT_A4,N_BIT,9.712489826,54.06746828,north,664,European Atlantic mixed forests,2022,R22,restored,fresh,grazing,4.89,4.795,7.07,6.92,264.05,0.45,4e-4,5.89,9.29,37.27973,0.46,0.49,1.86,1.5,1.65361,1.31,1.55,1.35903
N_BLE_A1,N_BLE,10.74598821,53.33188724,north,664,European Atlantic mixed forests,2023,R22,positive,fresh,mowing,4.34,4.7075,7.46,7.2975,248.59,0.49,2.2e-4,15.28,16.31,10.79376,0.28,0.48,1.97,1.41,1.6218,1.53,1.37,1.62278
N_BLE_A2,N_BLE,10.74598821,53.33188724,north,664,European Atlantic mixed forests,2023,R21,positive,fresh,mowing,4.67,4.7075,7.6,7.2975,269.47,0.38,4.7e-4,28.19,16.56,107.55081,0.25,0.46,1.62,1.37,1.73406,1.3,1.39,1.46404
N_BLE_A3,N_BLE,10.74598821,53.33188724,north,664,European Atlantic mixed forests,2023,R22,positive,fresh,mowing,5,4.7075,6.93,7.2975,244.88,0.49,8.6e-4,15.51,16.31,107.55081,0.46,0.61,1.56,1.39,1.73263,1.35,1.34,1.36151
N_BLE_A4,N_BLE,10.74598821,53.33188724,north,664,European Atlantic mixed forests,2023,R22,positive,fresh,mowing,4.82,4.7075,7.2,7.2975,248.77,0.44,4.9e-4,15.28,16.31,107.55081,0.5,0.38,2.09,1.23,2.21627,1.51,1.25,1.30312
N_BLU_A1,N_BLU,11.15186993,52.90365006,north,664,European Atlantic mixed forests,2022,R,restored,fresh,mowing,5.34,4.5525,7.71,7.2675,278.51,0.97,0.00193,19.91,22.74,9.13686,0.38,0.4,1.22,1.58,1.34599,1.28,1.42,1.51797
N_BLU_A2,N_BLU,11.15186993,52.90365006,north,664,European Atlantic mixed forests,2022,R,restored,fresh,mowing,4.13,4.5525,7.09,7.2675,210.17,0.53,8.8e-4,19.91,22.74,17.8919,0.12,0.22,1.45,1.37,1.18404,1.48,1.51,1.53787
N_BLU_A3,N_BLU,11.15186993,52.90365006,north,664,European Atlantic mixed forests,2022,R,restored,fresh,mowing,4.19,4.5525,6.87,7.2675,199.5,0.45,6.3e-4,19.91,22.74,17.8919,0.16,0.22,1.2,1.44,1.28144,1.42,1.72,1.59354
N_BLU_A4,N_BLU,11.15186993,52.90365006,north,664,European Atlantic mixed forests,2022,R,restored,fresh,mowing,4.55,4.5525,7.4,7.2675,239.73,0.49,7.2e-4,19.91,22.74,55.13342,0.33,0.55,1.65,1.55,1.54181,1.37,1.38,1.31959
N_BRD_A1,N_BRD,11.4258011,53.05071543,north,664,European Atlantic mixed forests,2022,R22,restored,fresh,both,5.7,5.87,7.21,6.9825,277.3,0.62,5e-4,9.3,27.24,122.80795,0.41,0.38,2.05,1.27,1.37926,1.67,1.56,1.48114
N_BRD_A2,N_BRD,11.4258011,53.05071543,north,664,European Atlantic mixed forests,2022,R,restored,fresh,both,6.09,5.87,6.99,6.9825,296,0.68,4.5e-4,7.94,29.33,11.39411,0.13,0.04,1.84,1.12,1.2926,1.51,1.78,1.57973
N_BRD_A3,N_BRD,11.4258011,53.05071543,north,664,European Atlantic mixed forests,2022,R22,restored,fresh,both,5.44,5.87,7.13,6.9825,283.12,0.61,5.5e-4,9.3,13.83,11.92942,0.57,0.38,1.86,1.23,1.4104,1.61,1.36,1.41377
N_BRD_A4,N_BRD,11.4258011,53.05071543,north,664,European Atlantic mixed forests,2022,R,restored,fresh,both,6.25,5.87,6.6,6.9825,282.01,0.54,5.9e-4,7.01,8.72,11.39411,0.3,0.52,1.52,1.49,1.4103,1.42,1.63,1.66557
N_BRE_A1,N_BRE,10.66332693,53.60182733,north,664,European Atlantic mixed forests,2022,R21,restored,dry,mowing,3.68,4.03,7.44,7.29,235.79,0.3,8.3e-4,10.73,13.04,12.8461,0.33,0.53,1.8,1.93,1.59645,1.71,1.64,1.36635
N_BRE_A2,N_BRE,10.66332693,53.60182733,north,664,European Atlantic mixed forests,2022,R22,restored,dry,mowing,4.36,4.03,7.27,7.29,236.85,0.41,8.3e-4,10.73,19.38,12.09802,0.26,0.42,1.87,1.53,1.87287,1.77,1.75,1.66297
N_BRE_A3,N_BRE,10.66332693,53.60182733,north,664,European Atlantic mixed forests,2022,R,restored,dry,mowing,3.84,4.03,7.17,7.29,202.29,0.29,0.00168,12.42,21.12,14.49394,0.28,0.3,2.04,1.8,1.87018,1.61,1.41,1.42353
N_BRE_A4,N_BRE,10.66332693,53.60182733,north,664,European Atlantic mixed forests,2022,R,restored,dry,mowing,4.24,4.03,7.28,7.29,191.62,0.34,0.00168,12.42,13.04,44.6627,0.33,0.47,1.74,1.96,1.77632,1.62,1.61,1.68964
N_BRO_A1,N_BRO,10.66569268,53.46791394,north,664,European Atlantic mixed forests,2023,R,restored,dry,grazing,3.65,3.645,7.18,7.3675,223.7,0.22,3.2e-4,14.6,37.67,34.39574,0.32,0.32,2.03,2.69,1.68114,1.53,1.69,1.42406
N_BRO_A2,N_BRO,10.66569268,53.46791394,north,664,European Atlantic mixed forests,2023,R,restored,dry,grazing,3.9,3.645,7.13,7.3675,207.62,0.11,2.6e-4,14.6,37.67,26.47623,0.12,0.21,1.51,3.13,1.30127,1.65,1.7,1.48408
N_BRO_A3,N_BRO,10.66569268,53.46791394,north,664,European Atlantic mixed forests,2023,R1P,restored,dry,grazing,3.29,3.645,7.75,7.3675,214.61,0.14,2.7e-4,14.6,37.67,27.30745,0.46,0.74,1.55,2.53,1.506,1.59,1.57,1.55716
N_BRO_A4,N_BRO,10.66569268,53.46791394,north,664,European Atlantic mixed forests,2023,R1P,restored,dry,grazing,3.74,3.645,7.41,7.3675,217,0.15,2.9e-4,14.6,37.67,44.6627,0.29,0.49,1.73,2.95,1.4983900000000001,1.41,1.36,1.35718
N_BU2_A1,N_BU2,9.766568712,54.09996863,north,664,European Atlantic mixed forests,2022,R,negative,moist,grazing,6.23,6.3275,7.55,7.045,275.94,0.53,6.1e-4,27.13,27.24,11.46119,0.51,0.63,1.51,1.43,1.86132,1.38,1.54,1.85817
N_BU2_A3,N_BU2,9.766568712,54.09996863,north,664,European Atlantic mixed forests,2022,R,negative,moist,grazing,5.87,6.3275,6.66,7.045,289.2,0.57,7.2e-4,9.75,14.55,7.73759,0.24,0.46,1.74,1.47,1.84659,1.27,1.55,1.81282
N_BU2_A4,N_BU2,9.766568712,54.09996863,north,664,European Atlantic mixed forests,2022,R,negative,moist,grazing,5.81,6.3275,6.79,7.045,303.14,0.58,5.7e-4,8.76,27.24,9.31037,0.2,0.33,1.59,1.5,1.59208,1.67,1.71,1.73607
N_CAM_A1,N_CAM,9.825099354,53.15047911,north,664,European Atlantic mixed forests,2023,R21,positive,dry,grazing,3.93,3.93,7.41,7.44,182.66,0.29,0.00367,10.73,33.62,22.8152,0.07,0.46,1.59,1.81,1.86565,1.48,1.54,1.61044
N_CAM_A2,N_CAM,9.825099354,53.15047911,north,664,European Atlantic mixed forests,2023,R21,positive,dry,grazing,4.11,3.93,7.48,7.44,187.3,0.29,0.00326,12.42,33.62,14.49394,0.13,0.45,1.68,1.75,1.85421,1.78,1.34,1.72908
N_CAM_A3,N_CAM,9.825099354,53.15047911,north,664,European Atlantic mixed forests,2023,R21,positive,dry,grazing,4.11,3.93,7.49,7.44,178.5,0.29,0.00426,10.73,33.62,16.42974,0.13,0.47,1.56,1.73,1.57416,1.75,1.33,1.49869
N_CNI_A1,N_CNI,10.85101826,53.24958879,north,664,European Atlantic mixed forests,2023,R22,restored,moist,both,4.58,4.3925,6.81,6.8175,288.48,0.4,2.3e-4,52.57,121.9,12.90401,0.31,0.36,1.92,1.27,2.34678,1.46,1.31,1.85909
N_CNI_A2,N_CNI,10.85101826,53.24958879,north,664,European Atlantic mixed forests,2023,R22,restored,moist,both,4.86,4.3925,6.59,6.8175,260.59,0.36,6.3e-4,15.66,121.9,16.28803,0.16,0.5,1.95,1.35,2.99262,1.61,1.41,1.63081
N_CNI_A3,N_CNI,10.85101826,53.24958879,north,664,European Atlantic mixed forests,2023,R22,restored,moist,both,4.15,4.3925,6.84,6.8175,280.76,0.35,3.6e-4,28.19,28.78,15.96302,0.25,0.44,1.74,1.49,2.54276,1.32,1.39,1.39017
N_CNI_A4,N_CNI,10.85101826,53.24958879,north,664,European Atlantic mixed forests,2023,R22,restored,moist,both,3.98,4.3925,7.03,6.8175,278.1,0.39,2.9e-4,274.98,37.25,33.7094,0.39,0.41,1.93,1.48,2.44852,1.23,1.56,1.66097
N_DAM_A1,N_DAM,11.13755266,53.12415583,north,664,European Atlantic mixed forests,2022,R,restored,fresh,mowing,4,4.335,8,7.9875,280.29,1.18,0.00257,5.47,4.53,1.5828,0,0,1.05,1.03,1.00974,1,1.03,1.05088
N_DAM_A2,N_DAM,11.13755266,53.12415583,north,664,European Atlantic mixed forests,2022,R22,restored,fresh,mowing,4.5,4.335,7.99,7.9875,281.83,1.17,0.00256,6.33,21.12,2.47788,0.25,0.02,1.02,1.05,1.01443,1.35,1.91,1.69091
N_DAM_A3,N_DAM,11.13755266,53.12415583,north,664,European Atlantic mixed forests,2022,R,restored,fresh,mowing,4.55,4.335,7.98,7.9875,272.34,1.13,0.00248,6.33,21.12,2.54718,0.25,0.03,1.21,1.14,1.04541,1.28,1.44,1.39402
N_DAM_A4,N_DAM,11.13755266,53.12415583,north,664,European Atlantic mixed forests,2022,R22,restored,fresh,mowing,4.29,4.335,7.98,7.9875,279.95,1.15,0.00251,6.33,21.12,2.47788,0.21,0.04,1.05,1.1,1.03154,1.45,1.81,1.53254
N_DUM_A3,N_DUM,10.96713715,52.90104063,north,664,European Atlantic mixed forests,2023,R22,positive,moist,mowing,6.36,6.4675,6.56,6.9875,270.46,0.49,6e-4,13.29,13.88,78.95584,0.41,0.52,1.7,1.7,1.71335,1.61,1.47,1.41392
N_DUM_A4,N_DUM,10.96713715,52.90104063,north,664,European Atlantic mixed forests,2023,R22,positive,moist,mowing,6,6.4675,6.83,6.9875,261.46,0.44,8.5e-4,25.39,22.95,78.95584,0.3,0.39,1.79,1.74,1.61196,1.56,1.5,1.511
N_EIC_A1,N_EIC,9.966582081,53.15894547,north,664,European Atlantic mixed forests,2023,R,restored,dry,both,3.94,4.6675,7.57,7.395,208.3,0.35,5e-4,11.04,37.18,20.86789,0.37,0.47,1.82,1.82,1.96323,1.41,1.43,1.56625
N_EIC_A2,N_EIC,9.966582081,53.15894547,north,664,European Atlantic mixed forests,2023,R22,restored,dry,both,4.92,4.6675,7.3,7.395,245.16,0.41,3.8e-4,11.04,49.47,20.86789,0.4,0.44,2.29,1.65,1.77851,1.54,1.52,1.28762
N_EIC_A3,N_EIC,9.966582081,53.15894547,north,664,European Atlantic mixed forests,2023,R,restored,dry,both,4.78,4.6675,7.32,7.395,194.98,0.32,0.0014,10.73,21.16,12.09802,0.37,0.43,1.98,1.97,2.33929,1.62,1.59,1.53032
N_EIC_A4,N_EIC,9.966582081,53.15894547,north,664,European Atlantic mixed forests,2023,R,restored,dry,both,5.03,4.6675,7.39,7.395,224.25,0.39,5.2e-4,10.73,28.16,12.09802,0.28,0.48,2.1,1.84,1.89218,1.61,1.57,1.6081
N_ELB_A1,N_ELB,11.21872812,53.12500769,north,664,European Atlantic mixed forests,2023,R22,restored,fresh,grazing,4.76,4.7425,7.04,7.215,217.53,0.65,9.5e-4,8.65,21.12,10.15553,0.26,0.36,1.53,1.58,1.52073,1.64,1.3,1.24927
N_ELB_A2,N_ELB,11.21872812,53.12500769,north,664,European Atlantic mixed forests,2023,R22,restored,fresh,grazing,4.53,4.7425,7.19,7.215,230.09,0.62,0.00117,8.65,21.12,18.12448,0.3,0.46,1.66,1.81,1.41763,1.64,1.24,1.1894
N_ELB_A3,N_ELB,11.21872812,53.12500769,north,664,European Atlantic mixed forests,2023,R22,restored,fresh,grazing,4.99,4.7425,7.21,7.215,232.64,0.74,0.00111,8.65,21.12,15.91931,0.2,0.44,1.52,1.65,1.43357,1.79,1.54,1.37291
N_ELB_A4,N_ELB,11.21872812,53.12500769,north,664,European Atlantic mixed forests,2023,R22,restored,fresh,grazing,4.69,4.7425,7.42,7.215,234.57,0.81,0.00132,7.74,21.12,6.58921,0.26,0.49,1.65,1.7,1.41556,1.65,1.54,1.46275
N_FLA_A1,N_FLA,10.30145646,53.28602734,north,664,European Atlantic mixed forests,2023,?,negative,moist,mowing,6.99,6.9425,6.19,6.3,191.64,0.55,0.00427,18.48,12.12,6.16793,0.01,0.33,1.37,1.28,1.27498,1.38,1.5,1.14085
N_FLA_A2,N_FLA,10.30145646,53.28602734,north,664,European Atlantic mixed forests,2023,R,negative,moist,mowing,7,6.9425,6.65,6.3,186.16,0.64,0.00215,24.06,3.75,10.32975,0,0.79,1.9,1.54,1.93957,2.07,1.61,1.1858
N_FLA_A3,N_FLA,10.30145646,53.28602734,north,664,European Atlantic mixed forests,2023,R,negative,moist,mowing,7,6.9425,6,6.3,206.38,0.5,0.00494,4.54,4.8,6.46111,0,0,1.12,1.11,1.12924,1.61,1.55,1.30593
N_FLA_A4,N_FLA,10.30145646,53.28602734,north,664,European Atlantic mixed forests,2023,R,negative,moist,mowing,6.78,6.9425,6.36,6.3,225.92,0.53,0.00297,4.86,4.8,114.20122,0.18,0.49,1.56,1.12,1.59886,1.25,1.41,1.56039
N_GAM_A1,N_GAM,10.54880198,52.51725778,north,664,European Atlantic mixed forests,2022,R,restored,fresh,both,5.41,5.3025,6.78,6.835,261.23,0.45,0.00104,19.4,11.32,26.72425,0.27,0.52,1.8,1.78,1.70957,1.52,1.66,1.45552
N_GAM_A2,N_GAM,10.54880198,52.51725778,north,664,European Atlantic mixed forests,2022,R,restored,fresh,both,5.14,5.3025,6.73,6.835,254.48,0.45,0.00137,5.41,10.49,28.15501,0.24,0.49,1.64,1.65,1.6618,1.47,1.43,1.83201
N_GAM_A3,N_GAM,10.54880198,52.51725778,north,664,European Atlantic mixed forests,2022,R,restored,fresh,both,5.37,5.3025,7.05,6.835,289.63,0.54,8.8e-4,5.41,10.49,28.15501,0.35,0.31,1.56,1.41,1.71412,1.57,1.57,1.62978
N_GAM_A4,N_GAM,10.54880198,52.51725778,north,664,European Atlantic mixed forests,2022,R,restored,fresh,both,5.29,5.3025,6.78,6.835,262.5,0.48,0.00124,29.67,15.66,19.4507,0.36,0.45,1.53,1.61,1.69366,1.79,1.69,1.73438
N_GAR_A1,N_GAR,10.65708759,53.33546428,north,664,European Atlantic mixed forests,2022,R,restored,fresh,mowing,5.07,5.21,7.71,7.6,301.4,0.27,6e-4,5.41,9.15,128.57767,0.07,0.41,1.22,1.35,1.13769,1.27,1.78,1.34064
N_GAR_A2,N_GAR,10.65708759,53.33546428,north,664,European Atlantic mixed forests,2022,R,restored,fresh,mowing,5.11,5.21,7.71,7.6,306.22,0.27,6e-4,5.04,9.15,77.09859,0.1,0.4,1.17,1.44,1.12187,1.57,1.57,1.26919
N_GAR_A3,N_GAR,10.65708759,53.33546428,north,664,European Atlantic mixed forests,2022,R,restored,fresh,mowing,5.2,5.21,7.76,7.6,298.5,0.3,7.3e-4,5.04,9.15,10.39223,0.17,0.35,1.24,1.65,1.28833,1.19,1.68,1.71215
N_GAR_A4,N_GAR,10.65708759,53.33546428,north,664,European Atlantic mixed forests,2022,R,restored,fresh,mowing,5.46,5.21,7.22,7.6,290.25,0.43,6.4e-4,5.04,9.94,30.7896,0.27,0.52,1.37,2.08,1.35547,1.32,1.3,1.32501
N_GBI_A1,N_GBI,11.21682835,52.89239537,north,664,European Atlantic mixed forests,2022,R22,positive,moist,mowing,5.29,5.23,6.86,6.8775,265.1,0.42,7.1e-4,9.22,93.35,44.56815,0.5,0.44,1.66,1.93,1.60657,1.65,1.49,1.3207
N_GBI_A3,N_GBI,11.21682835,52.89239537,north,664,European Atlantic mixed forests,2022,R22,positive,moist,mowing,4.7,5.23,7.02,6.8775,244.45,0.5,7.3e-4,9.75,22.74,81.2263,0.42,0.39,1.8,1.61,1.68908,1.43,1.68,1.45346
N_GUT_A1,N_GUT,10.7350907,53.17096801,north,664,European Atlantic mixed forests,2023,R,restored,fresh,mowing,4.98,5.255,7.3,7.16,247.14,0.41,0.00121,8.28,12.43,77.09859,0.23,0.5,1.53,1.59,1.577,1.54,1.36,1.34138
N_GUT_A2,N_GUT,10.7350907,53.17096801,north,664,European Atlantic mixed forests,2023,R,restored,fresh,mowing,5.56,5.255,6.95,7.16,274.05,0.54,8.5e-4,8.84,108.69,118.64473,0.37,0.21,1.64,1.45,1.67134,1.48,1.18,1.41823
N_GUT_A3,N_GUT,10.7350907,53.17096801,north,664,European Atlantic mixed forests,2023,R,restored,fresh,mowing,5.68,5.255,7.13,7.16,262.27,0.51,0.00163,8.32,27.24,128.57767,0.41,0.54,1.56,1.44,1.81986,1.57,1.44,1.47613
N_GUT_A4,N_GUT,10.7350907,53.17096801,north,664,European Atlantic mixed forests,2023,R,restored,fresh,mowing,4.8,5.255,7.26,7.16,240.31,0.36,0.00138,9.22,23.85,81.2263,0.26,0.68,1.73,1.6,1.58297,1.57,1.38,1.50214
N_HAI_A1,N_HAI,9.734085864,53.59957298,north,664,European Atlantic mixed forests,2022,R35,restored,moist,grazing,6.12,6.195,7.22,6.6425,277.32,0.53,8.3e-4,29.11,30.21,7.73759,0.12,0.67,1.45,1.36,1.5613,1.23,1.34,2.03436
N_HAI_A2,N_HAI,9.734085864,53.59957298,north,664,European Atlantic mixed forests,2022,R,restored,moist,grazing,6.31,6.195,6.4,6.6425,294.53,0.62,4.2e-4,24.06,23.1,26.72425,0.23,0.46,1.4,1.13,1.42059,1.25,1.27,1.20859
N_HAI_A3,N_HAI,9.734085864,53.59957298,north,664,European Atlantic mixed forests,2022,R,restored,moist,grazing,6.27,6.195,6.22,6.6425,274.22,0.55,5.7e-4,5.04,9.15,12.90401,0.26,0.32,1.35,1.44,1.50752,1.19,1.36,1.15591
N_HAI_A4,N_HAI,9.734085864,53.59957298,north,664,European Atlantic mixed forests,2022,R,restored,moist,grazing,6.08,6.195,6.73,6.6425,317.72,0.66,3.9e-4,3.72,9.15,6.67183,0.07,0.36,1.32,1.05,1.18519,1.24,1.37,1.20187
N_HOH_A1,N_HOH,11.41839008,53.07004693,north,664,European Atlantic mixed forests,2023,R,restored,dry,both,4.67,4.6525,7.86,7.6375,226.76,0.39,5.6e-4,8.8,53.27,64.30386,0.29,0.24,1.57,1.63,2.3821,1.65,1.55,1.66167
