id.plot,id.site,region,eco.id,eco.name,altitude,longitude,latitude,esy4,esy16,land.use.hist,obs.year,site.type,hydrology,mngm.type,rest.age,fdis.abu.oek.f,cwm.abu.oek.f,fdis.pres.oek.f,cwm.pres.oek.f,cwm.abu.oek.f.site,cwm.pres.oek.f.site,fdis.abu.oek.l,cwm.abu.oek.l,fdis.pres.oek.l,cwm.pres.oek.l,cwm.abu.oek.l.site,cwm.pres.oek.l.site,fdis.abu.sla,fric.abu.sla,feve.abu.sla,cwm.abu.sla,fdis.pres.sla,fric.pres.sla,feve.pres.sla,cwm.pres.sla,fdis.abu.height,fric.abu.height,feve.abu.height,cwm.abu.height,fdis.pres.height,fric.pres.height,feve.pres.height,cwm.pres.height,fdis.abu.seedmass,fric.abu.seedmass,feve.abu.seedmass,cwm.abu.seedmass,fdis.pres.seedmass,fric.pres.seedmass,feve.pres.seedmass,cwm.pres.seedmass
M_KOT_A1,M_KOT,centre,654,Central European mixed forests,72,11.97743495,51.76112712,R22,R22,arable land,2022,restored,fresh,none,4,0.27,4.44,0.27,4.32,4.3325,4.615,0.44,7.28,0.6,7.41,7.4175,7.2875,1.42,7.72,1.56,235.57,1.58,7.72,1.83,238.39,1.42,11.08,1.56,0.51,1.63,11.08,1.69,0.53,1.45285,10.56214,1.43161,0.0016,1.57455,10.56214,1.82941,0.0014
M_KOT_A2,M_KOT,centre,654,Central European mixed forests,72,11.97743495,51.76112712,R22,R22,arable land,2022,restored,fresh,none,4,0.16,4.18,0.39,4.69,4.3325,4.615,0.51,7.52,0.6,7.14,7.4175,7.2875,1.59,7.04,1.6,226,1.55,7.04,1.83,231.77,1.41,22.32,1.41,0.5,1.72,22.32,1.76,0.5,1.64944,11.61255,1.39065,0.00247,1.7776,11.61255,1.81134,0.00134
M_KOT_A3,M_KOT,centre,654,Central European mixed forests,72,11.97743495,51.76112712,R22,R22,arable land,2022,restored,fresh,none,4,0.28,4.58,0.4,4.78,4.3325,4.615,0.5,7.28,0.63,7.29,7.4175,7.2875,1.34,11.18,1.5,232.77,1.61,11.18,1.89,234.19,1.25,22.32,1.39,0.48,1.7,22.32,1.69,0.52,1.45423,15.8461,1.36085,0.00212,1.70421,15.8461,1.7731,0.00204
M_KOT_A4,M_KOT,centre,654,Central European mixed forests,72,11.97743495,51.76112712,R22,R22,arable land,2022,restored,fresh,none,4,0.12,4.13,0.37,4.67,4.3325,4.615,0.53,7.59,0.64,7.31,7.4175,7.2875,1.61,12,1.49,231.43,1.53,12,1.78,241.98,1.5,10.46,1.5,0.51,1.69,10.46,1.72,0.55,1.50608,15.8461,1.49402,0.00276,1.73571,15.8461,1.67458,0.00176
M_KUH_A1,M_KUH,centre,654,Central European mixed forests,161.2100067,11.83230936,51.25517652,R1A,R1A,grassland,2022,restored,dry,grazing,4,0.07,3.06,0.27,3.31,3.0575,3.46,0.27,7.92,0.66,7.31,7.825,7.4925,1.27,28.25,1.67,171.73,2.18,28.25,1.83,182.66,1.69,46.77,1.75,0.4,2.75,46.77,2.07,0.26,1.19,27.2045,1.76451,0.00311,2.0431,27.2045,2.018,0.0016
M_KUH_A2,M_KUH,centre,654,Central European mixed forests,161.2100067,11.83230936,51.25517652,R1A,R1A,grassland,2022,restored,dry,grazing,4,0.07,3.06,0.31,3.56,3.0575,3.46,0.17,7.93,0.64,7.47,7.825,7.4925,1.2,12.12,1.55,174.32,1.79,12.12,1.98,199.76,1.35,16.8,1.85,0.45,2.09,16.8,2.07,0.33,1.13485,10.88846,1.75398,0.00321,1.80923,10.88846,1.87718,0.00116
M_KUH_A3,M_KUH,centre,654,Central European mixed forests,161.2100067,11.83230936,51.25517652,R1A,R1A,grassland,2022,restored,dry,grazing,4,0.34,3.27,0.37,3.59,3.0575,3.46,0.51,7.5,0.53,7.33,7.825,7.4925,1.46,28.25,1.56,184.57,1.88,28.25,1.73,191.14,3.03,56.23,1.67,0.21,2.51,56.23,2,0.23,1.6913,19.71145,1.39279,0.00124,1.75215,19.71145,1.71954,9.50E-04
M_KUH_A4,M_KUH,centre,654,Central European mixed forests,161.2100067,11.83230936,51.25517652,R1A,R1A,grassland,2022,restored,dry,grazing,4,0.17,2.84,0.37,3.38,3.0575,3.46,0.11,7.95,0.55,7.86,7.825,7.4925,1.19,27.73,1.43,168.75,2.24,27.73,1.67,194.74,1.95,68.81,1.35,0.36,2.5,68.81,1.74,0.24,1.39381,19.71145,1.29891,0.00252,2.04217,19.71145,1.89661,0.00112
M_LOB_A1,M_LOB,centre,654,Central European mixed forests,114.2600021,11.9262047,51.63375412,R,R,arable land,2023,restored,fresh,mowing,NA,0.12,4.14,0.25,4.44,4.1525,4.0725,0.43,7.18,0.6,7.21,7.19,7.31,1.42,4.52,1.17,222.5,1.53,4.52,2.07,233.44,1.72,21.12,1.61,0.43,1.88,21.12,1.83,0.4,1.88525,16.33961,1.36925,0.00505,1.92202,16.33961,1.986,0.00164
M_LOB_A2,M_LOB,centre,654,Central European mixed forests,114.2600021,11.9262047,51.63375412,R22,R,arable land,2023,restored,fresh,mowing,NA,0.21,4.12,0.26,3.93,4.1525,4.0725,0.58,7.36,0.6,7.33,7.19,7.31,1.54,25.4,1.4,237.8,1.79,25.4,1.61,218.63,2.32,37.25,1.36,0.59,1.92,37.25,1.77,0.38,1.64535,18.19943,1.54406,0.00444,2.09472,18.19943,1.96755,0.00201
M_LOB_A3,M_LOB,centre,654,Central European mixed forests,114.2600021,11.9262047,51.63375412,R,R,arable land,2023,restored,fresh,mowing,NA,0.23,4.2,0.22,3.92,4.1525,4.0725,0.63,7.21,0.65,7.38,7.19,7.31,1.45,25.4,1.41,217.71,1.83,25.4,1.72,207.21,1.86,22.74,1.4,0.49,1.72,22.74,1.74,0.39,1.7244,17.2144,1.58033,0.00442,2.16264,17.2144,1.89402,0.00151
M_LOB_A4,M_LOB,centre,654,Central European mixed forests,114.2600021,11.9262047,51.63375412,R,R,arable land,2023,restored,fresh,mowing,NA,0.26,4.15,0.27,4,4.1525,4.0725,0.52,7.01,0.65,7.32,7.19,7.31,1.39,11.78,1.56,209.37,1.68,11.78,1.87,222.49,1.7,37.25,1.66,0.43,1.9,37.25,1.87,0.35,1.81506,26.58334,1.65728,0.00612,2.15948,26.58334,1.96072,0.00156
M_MOZ_A1,M_MOZ,centre,686,Western European broadleaf forests,310.6099854,11.30686446,51.69061448,R,R,NA,2023,positive,moist,mowing,NA,0.43,6.1,0.44,5.85,6.005,5.8175,0.63,7.07,0.8,6.87,6.7025,6.765,1.67,24.06,1.71,231.12,1.72,24.06,1.7,241.08,1.78,24.87,1.69,0.43,2.02,24.87,1.9,0.34,1.6019,41.12515,1.57302,6.80E-04,1.75959,41.12515,1.65578,6.30E-04
M_MOZ_A2,M_MOZ,centre,686,Western European broadleaf forests,310.6099854,11.30686446,51.69061448,R,R,NA,2023,positive,moist,mowing,NA,0.3,5.77,0.44,5.75,6.005,5.8175,0.69,6.52,0.78,6.79,6.7025,6.765,1.51,8.32,1.63,257.85,1.74,8.32,1.75,243.45,1.76,13.83,1.69,0.45,1.85,13.83,1.92,0.39,1.55485,44.56815,1.55302,6.10E-04,1.79152,44.56815,1.73832,6.10E-04
M_MOZ_A3,M_MOZ,centre,686,Western European broadleaf forests,310.6099854,11.30686446,51.69061448,R,R,NA,2023,positive,moist,mowing,NA,0.3,5.86,0.38,5.75,6.005,5.8175,0.69,6.66,0.69,6.61,6.7025,6.765,1.58,5.72,1.66,265.87,1.63,5.72,1.86,253.9,1.55,9.15,1.69,0.48,1.59,9.15,1.88,0.35,1.96351,39.58492,1.80861,7.00E-04,1.70738,39.58492,1.69054,8.00E-04
M_MOZ_A4,M_MOZ,centre,686,Western European broadleaf forests,310.6099854,11.30686446,51.69061448,R,R,NA,2023,positive,moist,mowing,NA,0.34,6.29,0.47,5.92,6.005,5.8175,0.64,6.56,0.61,6.79,6.7025,6.765,1.51,7.87,1.76,245.33,1.52,7.87,1.97,243.9,1.33,10.7,1.61,0.55,1.92,10.7,1.91,0.4,1.52391,44.56815,1.38906,8.00E-04,2.5587,44.56815,1.75308,0.00113
M_NEL_A1,M_NEL,centre,654,Central European mixed forests,96.33999634,11.75335512,51.66467973,R1B,R1B,grassland,2022,restored,dry,grazing,14,0.17,1.99,0.44,2.55,2.575,2.72,0.42,8.24,0.5,8.17,8.07,8.09,3.35,29.57,1.94,147.74,2.23,29.57,1.91,165.14,2.15,18.29,1.49,0.36,2.15,18.29,1.76,0.27,1.55043,12.541,1.4365,0.00212,1.75253,12.541,1.69467,0.00138
M_NEL_A2,M_NEL,centre,654,Central European mixed forests,96.33999634,11.75335512,51.66467973,R,R1B,grassland,2022,restored,dry,grazing,14,0.13,3.03,0.33,3.12,2.575,2.72,0.4,7.85,0.59,7.88,8.07,8.09,1.36,14.49,1.62,176.16,2.21,14.49,2.25,192.99,1.36,13.57,1.39,0.43,2.09,13.57,1.99,0.26,1.10159,12.541,1.2111,0.00366,1.86722,12.541,1.78422,0.00193
M_NEL_A3,M_NEL,centre,654,Central European mixed forests,96.33999634,11.75335512,51.66467973,R16,R1B,grassland,2022,restored,dry,grazing,14,0.26,2.62,0.38,2.42,2.575,2.72,0.28,8.07,0.58,8.31,8.07,8.09,1.73,22.57,1.62,173.91,1.88,22.57,1.76,162.87,1.93,29.63,1.66,0.37,2.35,29.63,1.94,0.25,1.3233,5.48888,1.48569,0.00211,1.38984,5.48888,1.76036,0.00141
M_NEL_A4,M_NEL,centre,654,Central European mixed forests,96.33999634,11.75335512,51.66467973,R1B,R1B,grassland,2022,restored,dry,grazing,14,0.24,2.66,0.36,2.79,2.575,2.72,0.38,8.12,0.52,8,8.07,8.09,1.97,42.11,2.01,151.08,2.6,42.11,2.03,163.81,2.41,19.97,1.39,0.32,2.01,19.97,1.79,0.29,1.44171,15.97385,1.35232,0.00261,1.61557,15.97385,1.64005,0.00177
M_NIS_A1,M_NIS,centre,654,Central European mixed forests,204.7700043,11.76049993,51.20428793,R1A,R1A,NA,2022,negative,dry,none,NA,0.26,3.41,0.2,4,3.5325,4.025,0.42,7.21,0.77,6.56,7.0225,6.695,1.72,51.76,1.37,218.23,2.05,51.76,1.72,241.52,3.63,81.34,1.23,0.31,2.04,81.34,1.56,0.38,2.05698,20.17344,1.42615,6.80E-04,2.13656,20.17344,1.82029,0.00149
M_NIS_A2,M_NIS,centre,654,Central European mixed forests,204.7700043,11.76049993,51.20428793,R1A,R1A,NA,2022,negative,dry,none,NA,0.36,3.65,0.27,3.81,3.5325,4.025,0.82,7.27,0.87,6.79,7.0225,6.695,1.64,36.25,1.64,253.06,1.9,36.25,1.79,234.5,2.48,77.51,1.65,0.64,1.96,77.51,1.57,0.41,1.74519,20.17344,1.57146,0.00137,2.03363,20.17344,1.82628,0.00164
M_NIS_A3,M_NIS,centre,654,Central European mixed forests,204.7700043,11.76049993,51.20428793,R1A,R1A,NA,2022,negative,dry,none,NA,0.37,3.66,0.28,4.12,3.5325,4.025,0.87,6.55,0.71,6.79,7.0225,6.695,1.64,36.25,1.66,252.89,1.93,36.25,1.67,235.72,1.8,77.51,1.37,0.46,1.99,77.51,1.71,0.4,2.27092,20.17344,1.6395,4.80E-04,2.06174,20.17344,1.78369,0.00118
M_NIS_A4,M_NIS,centre,654,Central European mixed forests,204.7700043,11.76049993,51.20428793,R1A,R1A,NA,2022,negative,dry,none,NA,0.31,3.41,0.37,4.17,3.5325,4.025,0.49,7.06,0.8,6.64,7.0225,6.695,1.78,72.25,1.56,229.18,2.12,72.25,1.78,229.82,4.24,98.26,1.54,0.37,2.12,98.26,1.72,0.47,1.97371,20.17344,1.58873,6.20E-04,2.08551,20.17344,1.82027,0.00122
M_PRA_A1,M_PRA,centre,654,Central European mixed forests,66.73000336,12.67487398,51.84309028,R,V,arable land,2023,restored,moist,both,22,0.09,5.07,0.51,5.33,4.785,4.9425,0.46,6.59,0.54,7.13,6.59,7.045,1.26,19.46,1.55,235.19,1.78,19.46,1.87,280.72,2.09,203.53,1.47,0.44,2.94,203.53,1.8,0.28,1.42484,56.25596,1.54861,0.00311,1.9684,56.25596,1.82703,7.70E-04
M_PRA_A2,M_PRA,centre,654,Central European mixed forests,66.73000336,12.67487398,51.84309028,V,V,arable land,2023,restored,moist,both,22,0.36,4.82,0.45,5.31,4.785,4.9425,0.45,6.53,0.39,7,6.59,7.045,1.23,20.38,1.14,227.93,1.68,20.38,1.72,266.56,1.43,17.53,1.28,0.37,2.14,17.53,2.05,0.29,1.69644,21.17698,1.64065,0.00271,1.76083,21.17698,1.60918,0.00093
M_PRA_A3,M_PRA,centre,654,Central European mixed forests,66.73000336,12.67487398,51.84309028,V,V,arable land,2023,restored,moist,both,22,0.25,4.77,0.45,4.93,4.785,4.9425,0.41,6.67,0.54,7,6.59,7.045,1.28,20.38,1.16,231.6,1.79,20.38,1.7,268.75,1.76,117.44,1.18,0.32,2.6,117.44,1.87,0.28,2.10093,21.17698,1.31886,0.00168,1.75566,21.17698,1.70169,7.20E-04
M_PRA_A4,M_PRA,centre,654,Central European mixed forests,66.73000336,12.67487398,51.84309028,R,V,arable land,2023,restored,moist,both,22,0.35,4.48,0.52,4.2,4.785,4.9425,0.54,6.57,0.74,7.05,6.59,7.045,1.38,11.78,1.49,219.49,1.64,11.78,1.9,240.91,1.48,60.32,1.26,0.28,2.13,60.32,1.8,0.25,2.13554,28.96843,1.50326,0.00102,1.90287,28.96843,1.86636,5.70E-04
M_SKF_A1,M_SKF,centre,654,Central European mixed forests,66.11000061,11.57491171,52.02875982,R22,R22,arable land,2022,restored,fresh,both,9,0.25,4.64,0.37,4.74,4.0925,4.3625,0.58,7.23,0.57,7.44,7.3675,7.405,1.52,19.24,1.18,229.78,1.83,19.24,1.76,226.99,1.77,21.12,1.41,0.55,1.87,21.12,1.82,0.48,1.59176,26.72425,1.37203,0.00158,1.6808,26.72425,1.79658,0.00149
M_SKF_A2,M_SKF,centre,654,Central European mixed forests,66.11000061,11.57491171,52.02875982,R22,R22,arable land,2022,restored,fresh,both,9,0.28,4.4,0.35,4.65,4.0925,4.3625,0.49,7.28,0.58,7.36,7.3675,7.405,1.69,8.41,1.42,200.87,1.73,8.41,1.85,228.03,1.66,21.12,1.55,0.49,1.86,21.12,1.76,0.49,1.60525,7.73759,1.58353,6.90E-04,1.52623,7.73759,1.86724,9.90E-04
M_SKF_A3,M_SKF,centre,654,Central European mixed forests,66.11000061,11.57491171,52.02875982,R22,R22,arable land,2022,restored,fresh,both,9,0.36,3.58,0.34,4,4.0925,4.3625,0.49,7.55,0.54,7.37,7.3675,7.405,2.02,18.46,1.68,183.89,1.61,18.46,1.67,204.59,2.01,17.27,1.54,0.44,1.78,17.27,1.78,0.45,1.59719,10.48717,1.51485,0.00121,1.6912,10.48717,1.74415,0.00161
M_SKF_A4,M_SKF,centre,654,Central European mixed forests,66.11000061,11.57491171,52.02875982,R1A,R22,arable land,2022,restored,fresh,both,9,0.31,3.75,0.37,4.06,4.0925,4.3625,0.45,7.41,0.5,7.45,7.3675,7.405,1.61,18.46,1.45,177.5,1.61,18.46,1.63,207.15,1.45,14.33,1.54,0.36,1.73,14.33,1.76,0.42,1.7592,17.44567,1.50416,6.90E-04,1.67744,17.44567,1.66813,0.00123
M_SMH_A1,M_SMH,centre,654,Central European mixed forests,227.3800049,11.59779124,51.33296162,R,R1A,NA,2023,negative,dry,none,NA,0.22,3.27,0.34,3.91,3.245,3.78,0.17,7.98,0.6,7.75,7.855,7.5775,1.41,67.38,1.51,177.63,1.84,67.38,1.62,198.46,1.63,16.76,1.67,0.42,2.15,16.76,1.97,0.32,1.4496,18.12448,1.65123,0.00254,2.44789,18.12448,1.95373,0.00126
M_SMH_A2,M_SMH,centre,654,Central European mixed forests,227.3800049,11.59779124,51.33296162,R,R1A,NA,2023,negative,dry,none,NA,0.24,3.26,0.42,3.79,3.245,3.78,0.24,7.95,0.62,7.75,7.855,7.5775,1.45,67.38,1.4,175.56,1.87,67.38,1.72,218.73,2,76.78,1.48,0.36,2.19,76.78,1.67,0.22,1.73346,27.22029,1.22751,0.00196,2.29476,27.22029,1.96903,7.60E-04
M_SMH_A3,M_SMH,centre,654,Central European mixed forests,227.3800049,11.59779124,51.33296162,R1A,R1A,NA,2023,negative,dry,none,NA,0.24,3.32,0.37,3.67,3.245,3.78,0.62,7.55,0.9,7.43,7.855,7.5775,1.41,67.38,1.47,173.94,1.97,67.38,1.67,197.68,1.84,25.32,1.81,0.36,2.15,25.32,1.94,0.26,1.23805,12.40834,1.1874,0.00436,1.77186,12.40834,1.78974,0.0028
M_SMH_A4,M_SMH,centre,654,Central European mixed forests,227.3800049,11.59779124,51.33296162,R,R1A,NA,2023,negative,dry,none,NA,0.13,3.13,0.41,3.75,3.245,3.78,0.11,7.94,0.93,7.38,7.855,7.5775,1.14,67.38,1.35,173.85,2.36,67.38,1.72,208.33,1.2,31.47,1.4,0.47,2.71,31.47,1.78,0.23,1.20308,22.86514,1.45999,0.00311,2.93474,22.86514,2.10515,4.10E-04
M_SSB_A1,M_SSB,centre,654,Central European mixed forests,182.1799927,11.72160941,51.21551542,R1A,R1A,NA,2022,positive,dry,grazing,NA,0.32,2.43,0.38,2.92,2.5225,2.75,0.57,7.49,0.63,7.64,7.5425,7.6825,1.91,72.25,1.63,197.62,2.13,72.25,1.77,196.84,3.01,24.65,1.5,0.24,2.22,24.65,1.76,0.28,1.27925,5.77374,1.58669,0.00199,1.42371,5.77374,1.75431,0.00222
M_SSB_A2,M_SSB,centre,654,Central European mixed forests,182.1799927,11.72160941,51.21551542,R1A,R1A,NA,2022,positive,dry,grazing,NA,0.23,2.79,0.37,2.83,2.5225,2.75,0.36,7.79,0.62,7.6,7.5425,7.6825,1.38,36.9,1.39,181.09,1.88,36.9,1.98,195.94,2.3,43.18,1.47,0.33,2.81,43.18,1.93,0.23,1.39483,11.81098,1.69156,0.00236,1.91786,11.81098,1.88568,0.00111
M_SSB_A3,M_SSB,centre,654,Central European mixed forests,182.1799927,11.72160941,51.21551542,R1A,R1A,NA,2022,positive,dry,grazing,NA,0.35,2.56,0.35,2.65,2.5225,2.75,0.69,7.25,0.68,7.74,7.5425,7.6825,1.54,14.13,1.3,188.14,1.71,14.13,1.94,170.53,2.45,18.29,1.53,0.27,2.21,18.29,1.9,0.25,1.29997,5.40386,1.55381,0.00226,1.37473,5.40386,1.80694,0.00206
M_SSB_A4,M_SSB,centre,654,Central European mixed forests,182.1799927,11.72160941,51.21551542,R16,R1A,NA,2022,positive,dry,grazing,NA,0.28,2.31,0.41,2.6,2.5225,2.75,0.45,7.64,0.56,7.75,7.5425,7.6825,1.52,9.27,1.69,186.18,1.73,9.27,2.07,178.51,2.63,18.29,1.5,0.33,2.33,18.29,1.76,0.23,1.24489,4.82019,1.58955,0.00226,1.34567,4.82019,1.73215,0.00242
M_SSL_A1,M_SSL,centre,654,Central European mixed forests,118.0299988,11.92439633,51.6336248,R,R,NA,2023,positive,dry,none,NA,0.47,3.1,0.39,3.55,2.93,3.4775,0.58,7.95,0.61,7.41,7.9125,7.4825,1.84,42.13,1.39,220.93,2.04,42.13,1.74,227.03,2.76,157.79,1.72,0.29,2.15,157.79,1.7,0.27,2.48502,27.14139,1.60914,5.60E-04,2.04178,27.14139,1.94374,4.70E-04
M_SSL_A2,M_SSL,centre,654,Central European mixed forests,118.0299988,11.92439633,51.6336248,R,R,NA,2023,positive,dry,none,NA,0.42,3.04,0.37,3.1,2.93,3.4775,0.7,7.83,0.79,7.64,7.9125,7.4825,2.18,20.22,1.52,226.04,2.03,20.22,1.92,232.12,2.2,9,1.39,0.26,1.9,9,1.86,0.24,2.29407,27.14139,1.42591,3.30E-04,2.08504,27.14139,2.02578,3.80E-04
M_SSL_A3,M_SSL,centre,654,Central European mixed forests,118.0299988,11.92439633,51.6336248,R1A,R,NA,2023,positive,dry,none,NA,0.25,2.95,0.43,3.69,2.93,3.4775,0.45,7.31,0.52,7.32,7.9125,7.4825,1.23,8.62,1.62,188.34,1.52,8.62,1.68,188.61,1.32,30.15,1.54,0.33,1.82,30.15,1.71,0.34,1.5138,10.02978,1.59881,0.00146,1.67976,10.02978,1.87354,0.00151
M_SSL_A4,M_SSL,centre,654,Central European mixed forests,118.0299988,11.92439633,51.6336248,R,R,NA,2023,positive,dry,none,NA,0.44,2.63,0.46,3.57,2.93,3.4775,0.54,8.56,0.76,7.56,7.9125,7.4825,2.47,11,1.29,227.36,1.86,11,1.81,252.6,1.86,35.32,1.27,0.18,2.15,35.32,1.62,0.19,3.72126,19.98553,1.34101,4.10E-04,2.44844,19.98553,2.13627,3.20E-04
M_STA_A1,M_STA,centre,654,Central European mixed forests,54.43999863,12.03915626,51.87081962,R22,R22,grassland,2023,restored,fresh,mowing,5,0.4,4.58,0.5,4.53,4.6875,4.7,0.59,7.24,0.61,7.28,7.2575,7.115,1.52,8.28,1.58,250.16,1.52,8.28,1.77,240.09,2.21,157.79,1.51,0.53,2.39,157.79,1.76,0.37,1.95255,21.03435,1.72022,0.00131,1.71065,21.03435,1.81217,0.00108
M_STA_A2,M_STA,centre,654,Central European mixed forests,54.43999863,12.03915626,51.87081962,R22,R22,grassland,2023,restored,fresh,mowing,5,0.37,5.22,0.45,4.86,4.6875,4.7,0.65,7.16,0.54,6.95,7.2575,7.115,1.41,6.1,1.44,251.82,1.46,6.1,1.9,225.76,1.91,22.74,1.67,0.71,1.9,22.74,1.96,0.47,1.48037,9.20975,1.74224,0.0017,1.64484,9.20975,2.00164,0.00112
M_STA_A3,M_STA,centre,654,Central European mixed forests,54.43999863,12.03915626,51.87081962,R,R22,grassland,2023,restored,fresh,mowing,5,0.42,4.46,0.46,4.94,4.6875,4.7,0.51,7.24,0.53,7.09,7.2575,7.115,1.4,8.28,1.62,246.06,1.45,8.28,1.84,246.76,2.23,37.25,1.76,0.53,2.05,37.25,1.86,0.37,1.62042,21.03435,1.80242,0.0015,1.89206,21.03435,1.99771,9.90E-04
M_STA_A4,M_STA,centre,654,Central European mixed forests,54.43999863,12.03915626,51.87081962,R22,R22,grassland,2023,restored,fresh,mowing,5,0.36,4.49,0.46,4.47,4.6875,4.7,0.61,7.39,0.65,7.14,7.2575,7.115,1.58,8.28,1.68,244.44,1.49,8.28,1.86,241.3,2.12,37.25,1.64,0.68,1.97,37.25,1.81,0.42,1.40532,64.30386,1.57558,0.00216,1.71363,64.30386,1.60805,0.00147
M_STF_A1,M_STF,centre,654,Central European mixed forests,39.75,11.6869805,52.28069534,R,R22,arable land,2023,restored,moist,mowing,3,0.35,4.67,0.27,5,5.0175,5.0875,0.49,7.05,0.47,7,7.07,7.0175,1.68,11.08,1.78,243.98,1.61,11.08,1.86,252.45,1.97,18.35,1.46,0.39,1.86,18.35,1.81,0.43,1.54007,118.64473,1.44892,7.10E-04,2.01803,118.64473,1.67273,0.00146
M_STF_A2,M_STF,centre,654,Central European mixed forests,39.75,11.6869805,52.28069534,R22,R22,arable land,2023,restored,moist,mowing,3,0.36,4.83,0.34,5,5.0175,5.0875,0.41,7.04,0.53,7.03,7.07,7.0175,1.52,13.29,1.67,237.61,1.68,13.29,1.92,227.24,1.83,22.74,1.51,0.44,1.82,22.74,1.83,0.47,1.66349,118.64473,1.51296,7.70E-04,1.7283,118.64473,1.55082,0.00108
M_STF_A3,M_STF,centre,654,Central European mixed forests,39.75,11.6869805,52.28069534,R22,R22,arable land,2023,restored,moist,mowing,3,0.3,5.13,0.27,5,5.0175,5.0875,0.4,7.16,0.38,7,7.07,7.0175,1.6,31.65,1.6,267.95,1.66,31.65,1.71,256.48,1.91,22.74,1.45,0.5,1.94,22.74,1.96,0.43,1.59086,41.12515,1.53764,0.00115,1.9615,41.12515,1.95056,0.00133
M_STF_A4,M_STF,centre,654,Central European mixed forests,39.75,11.6869805,52.28069534,R22,R22,arable land,2023,restored,moist,mowing,3,0.33,5.44,0.43,5.35,5.0175,5.0875,0.37,7.03,0.47,7.04,7.07,7.0175,1.53,33.03,1.3,270.38,1.68,33.03,1.69,257.84,1.83,22.74,1.56,0.53,2.04,22.74,1.84,0.44,1.63534,32.15635,1.4139,0.00105,1.98126,32.15635,1.95639,0.00143
M_STI_A1,M_STI,centre,654,Central European mixed forests,91.91999817,11.83597112,51.65776367,R,R22,arable land,2023,restored,moist,mowing,28,0.21,4.29,0.29,4.64,4.515,4.6575,0.46,7.18,0.71,6.94,7.2025,7.025,1.37,7.93,1.4,237.89,1.61,7.93,1.78,251.54,1.89,22.74,1.37,0.56,2.27,22.74,2.02,0.43,1.41142,28.15501,1.43194,0.00318,2.1092,28.15501,1.94173,0.00145
M_STI_A2,M_STI,centre,654,Central European mixed forests,91.91999817,11.83597112,51.65776367,R22,R22,arable land,2023,restored,moist,mowing,28,0.25,4.44,0.25,4.5,4.515,4.6575,0.66,7.28,0.58,7.31,7.2025,7.025,1.48,4.94,1.79,237.01,1.42,4.94,1.86,249.39,1.96,22.74,1.63,0.56,2.16,22.74,1.98,0.46,1.41336,8.15184,1.16828,0.00291,1.52919,8.15184,1.82187,0.00147
M_STI_A3,M_STI,centre,654,Central European mixed forests,91.91999817,11.83597112,51.65776367,R22,R22,arable land,2023,restored,moist,mowing,28,0.21,4.29,0.31,4.71,4.515,4.6575,0.57,7.32,0.7,7,7.2025,7.025,1.51,10.97,1.43,242.56,1.69,10.97,1.88,248.29,1.74,22.74,1.49,0.64,2.07,22.74,1.94,0.47,1.58713,8.15184,1.71254,0.00209,1.76591,8.15184,2.21215,8.40E-04
M_STI_A4,M_STI,centre,654,Central European mixed forests,91.91999817,11.83597112,51.65776367,R22,R22,arable land,2023,restored,moist,mowing,28,0.18,5.04,0.26,4.78,4.515,4.6575,0.64,7.03,0.47,6.85,7.2025,7.025,1.49,5.72,2.02,254.81,1.53,5.72,2.06,242.38,2.38,22.74,1.65,0.59,2.25,22.74,1.86,0.38,1.53662,25.14454,1.75183,0.00193,1.9448,25.14454,1.74062,0.0012
M_STN_A1,M_STN,centre,654,Central European mixed forests,184.0599976,11.51118008,51.27824642,V37,R1A,grassland,2023,restored,dry,grazing,2,0.72,4.58,0.39,3.73,3.5075,3.3125,0.52,7.54,0.64,7.42,7.705,7.5575,1.82,102.52,1.57,230.64,2.57,102.52,1.88,199.29,2.27,63.22,1.65,0.32,2.04,63.22,1.67,0.34,1.59941,35.09273,1.68806,0.00127,2.05492,35.09273,1.87652,0.00126
M_STN_A2,M_STN,centre,654,Central European mixed forests,184.0599976,11.51118008,51.27824642,R1A,R1A,grassland,2023,restored,dry,grazing,2,0.38,3.66,0.41,3.27,3.5075,3.3125,0.52,7.71,0.79,7.54,7.705,7.5575,1.76,102.52,1.4,235.76,2.26,102.52,1.81,215.82,1.64,60.77,1.43,0.29,2.13,60.77,1.72,0.24,1.67851,35.09273,1.72246,0.00146,1.98319,35.09273,1.81643,6.70E-04
M_STN_A3,M_STN,centre,654,Central European mixed forests,184.0599976,11.51118008,51.27824642,R1A,R1A,grassland,2023,restored,dry,grazing,2,0.31,2.95,0.32,3.11,3.5075,3.3125,0.57,7.57,0.74,7.51,7.705,7.5575,1.92,123,1.48,190.18,2.43,123,1.95,174.55,2.28,60.77,1.51,0.3,2.35,60.77,1.73,0.26,2.28003,208.84567,1.51439,0.00244,1.99286,208.84567,1.63158,9.60E-04
M_STN_A4,M_STN,centre,654,Central European mixed forests,184.0599976,11.51118008,51.27824642,R1A,R1A,grassland,2023,restored,dry,grazing,2,0.27,2.84,0.3,3.14,3.5075,3.3125,0.52,8,0.6,7.76,7.705,7.5575,2,102.52,1.54,184.86,2.29,102.52,1.78,186.39,1.65,35.76,1.39,0.38,2.09,35.76,1.69,0.29,2.21198,27.90032,1.55276,0.00347,1.88684,27.90032,1.83691,0.00134
