id.plot,id.site,region,eco.id,eco.name,altitude,longitude,latitude,esy4,esy16,land.use.hist,obs.year,site.type,fertilized,hydrology,mngm.type,rest.age,fdis.abu.sla,fric.abu.sla,cwm.abu.sla,fdis.pres.sla,fric.pres.sla,cwm.pres.sla,fdis.abu.height,fric.abu.height,cwm.abu.height,fdis.pres.height,fric.pres.height,cwm.pres.height,fdis.abu.seedmass,fric.abu.seedmass,cwm.abu.seedmass,fdis.pres.seedmass,fric.pres.seedmass,cwm.pres.seedmass
M_STP_A2,M_STP,centre,654,Central European mixed forests,54.63000107,12.05356323,51.87379422,R,R,NA,2023,positive,0,fresh,mowing,NA,1.28,4.03,240,1.36,4.03,262.46,1.89,37.06,0.47,2.23,37.06,0.35,1.68795,63.42491,0.00237,2.04334,63.42491,8.10E-04
M_STP_A3,M_STP,centre,654,Central European mixed forests,54.63000107,12.05356323,51.87379422,R,R,NA,2023,positive,0,fresh,mowing,NA,1.31,5.87,242.86,1.44,5.87,251.57,1.68,19.88,0.45,1.99,19.88,0.35,1.73783,63.42491,0.00312,2.08948,63.42491,0.00108
M_STP_A4,M_STP,centre,654,Central European mixed forests,54.63000107,12.05356323,51.87379422,R,R,NA,2023,positive,0,fresh,mowing,NA,1.34,5.23,252.66,1.38,5.23,261.61,1.87,19.88,0.44,2.06,19.88,0.35,2.0787,63.42491,0.00118,2.05832,63.42491,0.00106
M_SUL_A1,M_SUL,centre,654,Central European mixed forests,73.33000183,11.56157811,52.02835511,R,R,NA,2022,negative,0,fresh,both,NA,1.07,8.29,258.95,1.52,8.29,286.02,1.26,29.06,0.51,2.34,29.06,0.36,1.11757,10.58134,0.00181,1.81709,10.58134,0.00105
M_SUL_A2,M_SUL,centre,654,Central European mixed forests,73.33000183,11.56157811,52.02835511,R,R,NA,2022,negative,0,fresh,both,NA,1.03,6.14,256.88,1.4,6.14,272.46,1.2,22.63,0.51,2.38,22.63,0.43,1.0785,8.0955,0.00188,1.72563,8.0955,0.0011
M_SUL_A3,M_SUL,centre,654,Central European mixed forests,73.33000183,11.56157811,52.02835511,R,R,NA,2022,negative,0,fresh,both,NA,1.1,8.96,259.38,1.56,8.96,254.17,1.55,16.85,0.46,2.14,16.85,0.44,1.22987,8.0955,0.00161,1.74649,8.0955,0.0013
M_SUL_A4,M_SUL,centre,654,Central European mixed forests,73.33000183,11.56157811,52.02835511,R,R,NA,2022,negative,0,fresh,both,NA,1.02,2.41,257.02,1.19,2.41,249.46,1.24,12.14,0.51,2.04,12.14,0.37,1.22625,8.15389,0.0016,1.95731,8.15389,8.30E-04
M_TAN_A1,M_TAN,centre,654,Central European mixed forests,120.5999985,11.75682108,51.64052353,R1A,R1A,grassland,2022,restored,NA,dry,grazing,11,2.1,227.91,178.73,2.37,227.91,168.89,2.18,42.44,0.25,2.66,42.44,0.26,1.69976,19.52261,0.00185,1.9559,19.52261,0.00126
M_TAN_A2,M_TAN,centre,654,Central European mixed forests,120.5999985,11.75682108,51.64052353,R1A,R1A,grassland,2022,restored,NA,dry,grazing,11,2.04,31.49,184.15,2.22,31.49,187.8,2.15,42.44,0.3,2.28,42.44,0.26,1.4174,19.51816,0.00194,1.76647,19.51816,0.00152
M_TAN_A3,M_TAN,centre,654,Central European mixed forests,120.5999985,11.75682108,51.64052353,R1A,R1A,grassland,2022,restored,NA,dry,grazing,11,1.74,26.88,167.24,2.2,26.88,173.26,2.04,34.54,0.34,2.27,34.54,0.22,1.39447,14.38672,0.00209,1.73609,14.38672,9.90E-04
M_TAN_A4,M_TAN,centre,654,Central European mixed forests,120.5999985,11.75682108,51.64052353,R1A,R1A,grassland,2022,restored,NA,dry,grazing,11,2.37,29.22,172.86,2.37,29.22,168.25,1.45,30.4,0.4,1.94,30.4,0.29,1.41327,10.8236,0.00204,1.80698,10.8236,0.0013
M_TRE_A1,M_TRE,centre,654,Central European mixed forests,75.77999878,11.96757714,51.64524689,R,R,grassland,2023,restored,0,fresh,mowing,8,1.5,33.84,210.01,1.94,33.84,243.81,1.42,18.79,0.51,1.97,18.79,0.43,1.50711,8.0955,0.00149,1.5177,8.0955,0.00104
M_TRE_A2,M_TRE,centre,654,Central European mixed forests,75.77999878,11.96757714,51.64524689,R,R,grassland,2023,restored,0,fresh,mowing,8,1.23,13.2,206.03,1.78,13.2,225.33,1.4,38.88,0.46,2.13,38.88,0.4,1.54382,9.14241,0.002,1.61543,9.14241,0.00117
M_TRE_A3,M_TRE,centre,654,Central European mixed forests,75.77999878,11.96757714,51.64524689,R22,R,grassland,2023,restored,0,fresh,mowing,8,1.36,13.2,208.91,1.76,13.2,241.74,1.36,21.03,0.49,1.91,21.03,0.47,1.6279,31.78955,0.00221,1.76753,31.78955,0.00139
M_TRE_A4,M_TRE,centre,654,Central European mixed forests,75.77999878,11.96757714,51.64524689,R22,R,grassland,2023,restored,0,fresh,mowing,8,1.61,11.05,215.92,1.72,11.05,243.64,1.61,22.63,0.53,2.04,22.63,0.44,1.57021,17.05323,0.00196,1.62287,17.05323,0.00141
M_TRN_A1,M_TRN,centre,654,Central European mixed forests,75.37999725,11.96509704,51.64410826,R,R,NA,2023,negative,0,moist,mowing,NA,1.58,33.84,298.07,1.71,33.84,276.58,2,21.03,0.67,2.49,21.03,0.42,1.15371,7.68543,0.00247,1.57225,7.68543,0.00114
M_TRN_A2,M_TRN,centre,654,Central European mixed forests,75.37999725,11.96509704,51.64410826,R,R,NA,2023,negative,0,moist,mowing,NA,1.23,13.58,266.68,1.76,13.58,289.2,1.55,14.86,0.82,2.36,14.86,0.45,1.29615,3.22759,0.00193,1.38985,3.22759,0.002
M_TRN_A3,M_TRN,centre,654,Central European mixed forests,75.37999725,11.96509704,51.64410826,R,R,NA,2023,negative,0,moist,mowing,NA,1.42,7.49,247.44,1.54,7.49,242.85,2.87,11.28,0.39,2.08,11.28,0.46,1.58142,4.07126,0.00136,1.4625,4.07126,0.00135
M_TRN_A4,M_TRN,centre,654,Central European mixed forests,75.37999725,11.96509704,51.64410826,?,R,NA,2023,negative,0,moist,mowing,NA,2.02,16.14,289.51,2.06,16.14,293.58,2.23,29.06,0.58,2.62,29.06,0.36,1.68822,10.50556,0.002,1.67037,10.50556,0.00166
M_TTH_A1,M_TTH,centre,654,Central European mixed forests,212.8300018,11.74525195,51.20022449,R1A,R1A,grassland,2023,restored,NA,dry,grazing,11,1.63,76.9,184.58,2.18,76.9,202.23,2.25,42.44,0.21,2.46,42.44,0.23,1.66942,205.1905,6.20E-04,2.44734,205.1905,5.20E-04
M_TTH_A2,M_TTH,centre,654,Central European mixed forests,212.8300018,11.74525195,51.20022449,R1A,R1A,grassland,2023,restored,NA,dry,grazing,11,1.66,23.13,160.26,2.07,23.13,192.6,1.71,79.33,0.27,2.54,79.33,0.25,1.4326,19.16306,7.20E-04,1.7699,19.16306,9.90E-04
M_TTH_A3,M_TTH,centre,654,Central European mixed forests,212.8300018,11.74525195,51.20022449,R16,R1A,grassland,2023,restored,NA,dry,grazing,11,1.46,111.04,193.64,2.35,111.04,198.08,2.32,46.52,0.15,2.39,46.52,0.2,1.65119,112.03627,8.00E-04,2.3644,112.03627,6.20E-04
M_TTH_A4,M_TTH,centre,654,Central European mixed forests,212.8300018,11.74525195,51.20022449,R,R1A,grassland,2023,restored,NA,dry,grazing,11,1.33,22.08,187.42,1.85,22.08,204.23,2.3,83.24,0.16,2.54,83.24,0.2,1.57222,112.03627,8.30E-04,2.2489,112.03627,5.90E-04
M_TTO_A1,M_TTO,centre,654,Central European mixed forests,205.6600037,11.73221691,51.18472096,R1A,R1A,NA,2022,positive,NA,dry,grazing,NA,1.65,24.99,210.61,1.8,24.99,191.88,1.97,57.44,0.28,2.35,57.44,0.24,2.39492,139.66052,7.80E-04,2.2387,139.66052,6.10E-04
M_TTO_A2,M_TTO,centre,654,Central European mixed forests,205.6600037,11.73221691,51.18472096,R1A,R1A,NA,2022,positive,NA,dry,grazing,NA,1.61,34.35,188.74,1.81,34.35,190.64,1.88,49.2,0.22,2.32,49.2,0.26,1.84146,355.27903,5.30E-04,2.21641,355.27903,6.80E-04
M_TTO_A3,M_TTO,centre,654,Central European mixed forests,205.6600037,11.73221691,51.18472096,R1A,R1A,NA,2022,positive,NA,dry,grazing,NA,1.42,22.67,192.41,1.7,22.67,186.67,2.31,49.2,0.2,2.47,49.2,0.24,1.63883,139.66052,0.00104,1.98364,139.66052,8.50E-04
M_TTO_A4,M_TTO,centre,654,Central European mixed forests,205.6600037,11.73221691,51.18472096,R1A,R1A,NA,2022,positive,NA,dry,grazing,NA,1.68,23.56,172.28,1.89,23.56,185.4,2.34,49.2,0.16,2.27,49.2,0.23,1.44968,145.13272,0.00127,2.07789,145.13272,7.10E-04
M_TTP_A1,M_TTP,centre,654,Central European mixed forests,217.3399963,11.75171156,51.20209679,R1A,R1A,grassland,2022,restored,NA,dry,grazing,13,1.71,27.33,173.01,2.03,27.33,197.31,1.53,42.58,0.35,1.99,42.58,0.29,1.71208,201.12847,0.00142,2.10982,201.12847,0.00103
M_TTP_A2,M_TTP,centre,654,Central European mixed forests,217.3399963,11.75171156,51.20209679,R1A,R1A,grassland,2022,restored,NA,dry,grazing,13,1.61,40.5,163.93,2.02,40.5,199.32,1.87,72.62,0.31,2.09,72.62,0.28,1.66616,18.89648,0.00152,1.75507,18.89648,0.00135
M_TTP_A3,M_TTP,centre,654,Central European mixed forests,217.3399963,11.75171156,51.20209679,R1A,R1A,grassland,2022,restored,NA,dry,grazing,13,1.64,27.33,182.42,1.83,27.33,188.03,1.69,38.01,0.33,2.2,38.01,0.27,1.79144,19.51816,0.00152,2.07039,19.51816,0.00127
M_TTP_A4,M_TTP,centre,654,Central European mixed forests,217.3399963,11.75171156,51.20209679,R1A,R1A,grassland,2022,restored,NA,dry,grazing,13,2.07,26.88,148.9,1.78,26.88,184.91,1.94,55.91,0.31,2.46,55.91,0.27,1.50577,145.13272,0.00167,2.27945,145.13272,7.80E-04
M_VOC_A1,M_VOC,centre,654,Central European mixed forests,60.04000092,12.33854304,51.85665776,R,R22,arable land,2023,restored,0,fresh,mowing,8,1.43,12.01,243.31,1.55,12.01,250.41,1.75,22.63,0.44,2.01,22.63,0.38,1.86386,26.95356,0.00188,1.81543,26.95356,9.90E-04
M_VOC_A2,M_VOC,centre,654,Central European mixed forests,60.04000092,12.33854304,51.85665776,R22,R22,arable land,2023,restored,0,fresh,mowing,8,1.44,10.47,232.14,1.64,10.47,233.65,1.73,22.63,0.54,1.94,22.63,0.37,2.35234,26.95356,0.00198,2.05012,26.95356,0.00109
M_VOC_A3,M_VOC,centre,654,Central European mixed forests,60.04000092,12.33854304,51.85665776,R22,R22,arable land,2023,restored,0,fresh,mowing,8,1.67,11.45,252.78,1.75,11.45,224.4,1.72,21.03,0.57,1.84,21.03,0.39,1.85737,16.18942,0.00179,1.74953,16.18942,0.0014
M_VOC_A4,M_VOC,centre,654,Central European mixed forests,60.04000092,12.33854304,51.85665776,R,R22,arable land,2023,restored,0,fresh,mowing,8,1.4,9.3,235.77,1.66,9.3,221.28,1.7,13.78,0.51,1.92,13.78,0.38,2.30767,17.05323,0.00221,1.98119,17.05323,0.00134
M_WDG_A1,M_WDG,centre,654,Central European mixed forests,77.66000366,11.4834876,52.2889212,R22,R22,arable land,2022,restored,0,fresh,mowing,6,1.27,16.79,223.78,1.78,16.79,211.99,1.34,17.2,0.42,1.73,17.2,0.42,1.37108,13.12143,0.00179,1.57573,13.12143,0.00112
M_WDG_A2,M_WDG,centre,654,Central European mixed forests,77.66000366,11.4834876,52.2889212,R22,R22,arable land,2022,restored,0,fresh,mowing,6,1.62,14.66,214.66,1.79,14.66,209.74,1.67,91.86,0.38,1.98,91.86,0.36,1.46573,18.78223,0.00121,1.63985,18.78223,0.00121
M_WDG_A3,M_WDG,centre,654,Central European mixed forests,77.66000366,11.4834876,52.2889212,R,R22,arable land,2022,restored,0,fresh,mowing,6,1.7,22.17,175.92,1.81,22.17,215.27,2.08,17.2,0.32,1.8,17.2,0.4,1.78672,26.97133,0.00272,1.73298,26.97133,0.00125
M_WDG_A4,M_WDG,centre,654,Central European mixed forests,77.66000366,11.4834876,52.2889212,R,R22,arable land,2022,restored,0,fresh,mowing,6,1.83,16.79,191.58,1.8,16.79,216.22,2.03,21.03,0.36,1.85,21.03,0.39,1.8585,10.08501,0.00139,1.55556,10.08501,0.0011
M_WED_A1,M_WED,centre,654,Central European mixed forests,48.04000092,11.48918164,52.2679638,R22,R22,arable land,2023,restored,0,moist,mowing,7,1.55,41.4,246.8,2,41.4,243.35,2.08,23.93,0.72,2.2,23.93,0.51,1.30238,8.0955,0.00264,1.57886,8.0955,0.00121
M_WED_A2,M_WED,centre,654,Central European mixed forests,48.04000092,11.48918164,52.2679638,R22,R22,arable land,2023,restored,0,moist,mowing,7,1.7,12.11,231.65,1.77,12.11,217.97,1.95,9.87,0.71,1.62,9.87,0.52,1.32725,7.21597,0.00243,1.41706,7.21597,0.00139
M_WED_A3,M_WED,centre,654,Central European mixed forests,48.04000092,11.48918164,52.2679638,R22,R22,arable land,2023,restored,0,moist,mowing,7,1.99,12.11,229.9,2,12.11,228.76,1.74,10.43,0.83,2.06,10.43,0.56,1.21217,7.57796,0.00243,1.43142,7.57796,0.00129
M_WED_A4,M_WED,centre,654,Central European mixed forests,48.04000092,11.48918164,52.2679638,R22,R22,arable land,2023,restored,0,moist,mowing,7,1.4,9.9,275.05,1.57,9.9,255.03,2.23,11.67,0.69,1.93,11.67,0.54,1.4249,18.0295,0.00188,1.72729,18.0295,0.00164
M_WEF_A1,M_WEF,centre,654,Central European mixed forests,120.6800003,11.17225431,52.17879519,R,R22,grassland,2022,restored,0,moist,mowing,13,1.3,576.83,254.17,3.07,576.83,182.9,1.19,84.69,0.63,2.58,84.69,0.56,1.31703,6.67139,5.70E-04,1.44981,6.67139,6.00E-04
M_WEF_A2,M_WEF,centre,654,Central European mixed forests,120.6800003,11.17225431,52.17879519,Q53,R22,grassland,2022,restored,0,moist,mowing,13,2.77,449.75,182.5,2.49,449.75,184.46,2.11,84.69,0.76,2.22,84.69,0.53,1.45704,24.77382,7.20E-04,1.81646,24.77382,9.90E-04
M_WEF_A3,M_WEF,centre,654,Central European mixed forests,120.6800003,11.17225431,52.17879519,R,R22,grassland,2022,restored,0,moist,mowing,13,2.05,576.83,238.86,2.5,576.83,212.97,2.06,84.69,0.44,2.14,84.69,0.45,1.59566,12.86105,4.80E-04,1.8261,12.86105,9.70E-04
M_WEF_A4,M_WEF,centre,654,Central European mixed forests,120.6800003,11.17225431,52.17879519,R,R22,grassland,2022,restored,0,moist,mowing,13,1.19,5.85,241.95,1.73,5.85,214.87,1.24,84.69,0.61,2.6,84.69,0.49,1.25063,9.22969,0.00106,1.70617,9.22969,0.00104
M_WIM_A1,M_WIM,centre,686,Western European broadleaf forests,212.1000061,11.49754839,51.51079173,R22,R22,arable land,2022,restored,0,fresh,both,6,1.6,11.68,206.57,1.98,11.68,221.88,1.55,23.58,0.46,1.67,23.58,0.4,1.52655,12.4366,9.80E-04,1.74104,12.4366,7.70E-04
M_WIM_A2,M_WIM,centre,686,Western European broadleaf forests,212.1000061,11.49754839,51.51079173,R22,R22,arable land,2022,restored,0,fresh,both,6,1.81,10.91,199.89,1.76,10.91,222.16,1.59,12.39,0.48,1.65,12.39,0.47,1.6156,16.27842,5.50E-04,1.83651,16.27842,8.50E-04
M_WIM_A3,M_WIM,centre,686,Western European broadleaf forests,212.1000061,11.49754839,51.51079173,R22,R22,arable land,2022,restored,0,fresh,both,6,1.64,6.77,183.5,1.7,6.77,204.85,1.55,13.71,0.38,1.58,13.71,0.44,1.64166,7.3951,0.00144,1.58832,7.3951,0.00132
M_WIM_A4,M_WIM,centre,686,Western European broadleaf forests,212.1000061,11.49754839,51.51079173,R22,R22,arable land,2022,restored,0,fresh,both,6,1.42,11.07,195.02,1.74,11.07,223.1,1.33,10.89,0.42,1.67,10.89,0.38,1.63577,12.53548,0.00154,1.65393,12.53548,0.00105
M_WLE_A1,M_WLE,centre,654,Central European mixed forests,119.6500015,11.20737972,52.18579459,?,R,NA,2022,negative,1,moist,mowing,NA,1.37,15.84,290.43,2.24,15.84,202.13,1.07,17.46,0.64,2.14,17.46,0.5,1.32088,5.97763,2.40E-04,1.4779,5.97763,9.80E-04
M_WLE_A2,M_WLE,centre,654,Central European mixed forests,119.6500015,11.20737972,52.18579459,R,R,NA,2022,negative,1,moist,mowing,NA,1.32,6.45,253.89,1.77,6.45,228.22,1.19,10.65,0.65,1.96,10.65,0.41,1.4464,7.68543,0.00104,1.97715,7.68543,0.00106
M_WLE_A3,M_WLE,centre,654,Central European mixed forests,119.6500015,11.20737972,52.18579459,R,R,NA,2022,negative,1,moist,mowing,NA,1.36,6.45,254.13,1.52,6.45,230.58,1.19,11.66,0.64,1.68,11.66,0.5,1.50128,6.24352,9.90E-04,1.76431,6.24352,0.00165
M_WLE_A4,M_WLE,centre,654,Central European mixed forests,119.6500015,11.20737972,52.18579459,R,R,NA,2022,negative,1,moist,mowing,NA,1.29,6.45,256.16,1.54,6.45,232.4,1.15,17.47,0.66,1.74,17.47,0.52,1.39082,8.70308,9.40E-04,1.81856,8.70308,0.00116
M_WUG_A1,M_WUG,centre,654,Central European mixed forests,51.81000137,11.91389537,51.85297179,R,R,arable land,2022,restored,NA,fresh,grazing,NA,1.4,12.04,244.4,1.82,12.04,229.1,2.01,15.87,0.5,1.81,15.87,0.41,1.70701,10.70921,0.00195,1.71545,10.70921,0.00104
M_WUG_A2,M_WUG,centre,654,Central European mixed forests,51.81000137,11.91389537,51.85297179,R,R,arable land,2022,restored,NA,fresh,grazing,NA,1.56,13.44,237.13,1.85,13.44,234.13,2.09,29.69,0.49,1.83,29.69,0.45,1.85861,31.77713,0.00167,1.9139,31.77713,0.00104
M_WUG_A3,M_WUG,centre,654,Central European mixed forests,51.81000137,11.91389537,51.85297179,R,R,arable land,2022,restored,NA,fresh,grazing,NA,1.76,20.4,248.39,1.95,20.4,232.15,1.79,29.69,0.46,1.7,29.69,0.52,2.24653,12.41544,0.00119,1.83811,12.41544,0.00123
M_WUG_A4,M_WUG,centre,654,Central European mixed forests,51.81000137,11.91389537,51.85297179,R,R,arable land,2022,restored,NA,fresh,grazing,NA,1.61,21.86,244.98,1.86,21.86,229.3,2.57,29.69,0.36,1.91,29.69,0.53,1.99827,82.58218,0.00158,1.97074,82.58218,0.00143
M_WUM_A1,M_WUM,centre,654,Central European mixed forests,52.34000015,11.94306453,51.83665149,R,R,grassland,2022,restored,NA,fresh,grazing,NA,1.9,14.84,238.88,1.8,14.84,238.93,1.6,17.46,0.51,1.78,17.46,0.47,1.59124,16.18942,0.00115,1.79432,16.18942,0.00144
M_WUM_A2,M_WUM,centre,654,Central European mixed forests,52.34000015,11.94306453,51.83665149,R,R,grassland,2022,restored,NA,fresh,grazing,NA,1.82,9.9,210.74,1.78,9.9,235.86,1.34,6.69,0.56,1.46,6.69,0.57,1.55909,102.2313,0.00181,1.95457,102.2313,0.00184
M_WUM_A3,M_WUM,centre,654,Central European mixed forests,52.34000015,11.94306453,51.83665149,R,R,grassland,2022,restored,NA,fresh,grazing,NA,2.23,12.04,223.1,1.79,12.04,237.95,1.44,15.87,0.58,1.65,15.87,0.53,1.62118,80.87064,8.20E-04,2.14098,80.87064,0.00246
M_WUM_A4,M_WUM,centre,654,Central European mixed forests,52.34000015,11.94306453,51.83665149,R36,R,grassland,2022,restored,NA,fresh,grazing,NA,2.39,576.83,228.22,2.54,576.83,218.58,1.44,10.93,0.6,1.7,10.93,0.63,2.22191,15.39806,5.60E-04,1.97859,15.39806,9.60E-04
M_WUN_A1,M_WUN,centre,654,Central European mixed forests,51.93999863,11.91088705,51.85409945,V15,R,NA,2022,negative,0,fresh,mowing,NA,1.36,9.9,197.05,1.72,9.9,232.25,1.52,11,0.45,1.96,11,0.35,1.39447,8.0955,0.00333,1.81233,8.0955,0.00133
M_WUN_A2,M_WUN,centre,654,Central European mixed forests,51.93999863,11.91088705,51.85409945,V15,R,NA,2022,negative,0,fresh,mowing,NA,1.25,9.9,185.05,1.67,9.9,242.4,1.29,11,0.54,1.81,11,0.33,1.20109,8.17806,0.00219,1.94457,8.17806,8.50E-04
M_WUN_A3,M_WUN,centre,654,Central European mixed forests,51.93999863,11.91088705,51.85409945,V15,R,NA,2022,negative,0,fresh,mowing,NA,1.45,9.9,194.58,1.8,9.9,233.88,1.51,92.75,0.51,2.11,92.75,0.4,1.26197,8.17806,0.00253,1.93999,8.17806,8.50E-04
M_WUN_A4,M_WUN,centre,654,Central European mixed forests,51.93999863,11.91088705,51.85409945,R22,R,NA,2022,negative,0,fresh,mowing,NA,1.33,9.9,238.96,1.77,9.9,239.98,1.42,92.75,0.54,2.24,92.75,0.48,1.49676,8.17806,0.00134,1.80826,8.17806,8.30E-04
M_WUP_A1,M_WUP,centre,654,Central European mixed forests,52.24000168,11.93649437,51.84281827,R35,R35,NA,2022,positive,NA,fresh,grazing,NA,1.85,24.79,244.46,1.99,24.79,225.59,1.8,92.75,0.66,1.99,92.75,0.53,1.72823,13.65361,8.00E-04,1.73541,13.65361,0.00103
M_WUP_A2,M_WUP,centre,654,Central European mixed forests,52.24000168,11.93649437,51.84281827,R35,R35,NA,2022,positive,NA,fresh,grazing,NA,1.97,21.86,200.29,1.75,21.86,238.1,1.68,59.87,0.55,2.23,59.87,0.44,2.16938,11.36916,5.40E-04,1.78839,11.36916,7.90E-04
M_WUP_A3,M_WUP,centre,654,Central European mixed forests,52.24000168,11.93649437,51.84281827,R,R35,NA,2022,positive,NA,fresh,grazing,NA,1.4,9.9,237.15,1.69,9.9,238.04,1.63,46.43,0.45,2.09,46.43,0.4,1.84461,36.83649,8.00E-04,1.91472,36.83649,9.90E-04
M_WUP_A4,M_WUP,centre,654,Central European mixed forests,52.24000168,11.93649437,51.84281827,V38,R35,NA,2022,positive,NA,fresh,grazing,NA,2.23,21.86,169.37,2.03,21.86,222.92,2.07,187,0.64,2.31,187,0.44,2.36732,14.12481,3.40E-04,1.83847,14.12481,0.00101
M_WUR_A1,M_WUR,centre,654,Central European mixed forests,52.08000183,11.95411022,51.83463992,R,R,NA,2022,positive,0,moist,mowing,NA,1.49,12.11,210.67,1.61,12.11,230.81,1.5,29.69,0.62,1.54,29.69,0.5,1.79115,102.2313,0.0025,1.91991,102.2313,0.00147
M_WUR_A2,M_WUR,centre,654,Central European mixed forests,52.08000183,11.95411022,51.83463992,R35,R,NA,2022,positive,0,moist,mowing,NA,1.72,11.45,283.45,1.71,11.45,223.26,1.88,29.69,0.58,1.78,29.69,0.57,1.54541,7.55348,7.30E-04,1.70207,7.55348,0.00121
M_WUR_A3,M_WUR,centre,654,Central European mixed forests,52.08000183,11.95411022,51.83463992,R,R,NA,2022,positive,0,moist,mowing,NA,1.95,14.94,248.39,2.13,14.94,219.7,1.58,29.69,0.65,1.74,29.69,0.55,1.87467,12.64217,7.00E-04,1.8659,12.64217,7.80E-04
M_WUR_A4,M_WUR,centre,654,Central European mixed forests,52.08000183,11.95411022,51.83463992,Qb,R,NA,2022,positive,0,moist,mowing,NA,2.15,11.45,203.72,2.01,11.45,231.6,1.99,6.84,0.78,1.51,6.84,0.61,1.28999,9.82131,7.80E-04,1.63588,9.82131,7.90E-04
N_AFE_A1,N_AFE,north,664,European Atlantic mixed forests,54.68000031,10.60355741,52.57145886,R22,R22,arable land,2023,restored,0,fresh,both,34,1.26,5.48,263.67,1.44,5.48,252.04,2.45,22.63,0.64,2.21,22.63,0.31,1.33041,27.84609,0.00205,1.91592,27.84609,9.00E-04
N_AFE_A2,N_AFE,north,664,European Atlantic mixed forests,54.68000031,10.60355741,52.57145886,R22,R22,arable land,2023,restored,0,fresh,both,34,1.53,9.36,218.54,1.56,9.36,248.42,1.72,10.81,0.41,1.87,10.81,0.39,1.63805,27.84609,0.00134,1.90427,27.84609,0.00111
N_AFE_A3,N_AFE,north,664,European Atlantic mixed forests,54.68000031,10.60355741,52.57145886,R22,R22,arable land,2023,restored,0,fresh,both,34,1.49,9.36,217.3,1.52,9.36,252.26,1.91,28.68,0.35,2.28,28.68,0.37,1.69516,55.51154,0.00119,1.82141,55.51154,8.60E-04
N_AFE_A4,N_AFE,north,664,European Atlantic mixed forests,54.68000031,10.60355741,52.57145886,R22,R22,arable land,2023,restored,0,fresh,both,34,1.69,8.98,244.63,1.47,8.98,260.98,2.05,98.36,0.34,2.13,98.36,0.3,1.91913,42.76717,0.00121,1.83778,42.76717,8.50E-04
N_ALA_A1,N_ALA,north,664,European Atlantic mixed forests,18.13999939,11.63909778,52.99585029,R22,R22,grassland,2022,restored,0,fresh,mowing,6,1.63,7.18,223.34,1.61,7.18,228.83,1.28,12.8,0.58,1.54,12.8,0.47,1.59109,22.80557,6.20E-04,1.65759,22.80557,0.00159
N_ALA_A2,N_ALA,north,664,European Atlantic mixed forests,18.13999939,11.63909778,52.99585029,R22,R22,grassland,2022,restored,0,fresh,mowing,6,1.47,14.94,225.2,1.69,14.94,222.49,1.33,16.25,0.54,1.5,16.25,0.53,1.53082,104.09824,0.00126,1.87849,104.09824,0.00175
N_ALA_A3,N_ALA,north,664,European Atlantic mixed forests,18.13999939,11.63909778,52.99585029,R22,R22,grassland,2022,restored,0,fresh,mowing,6,1.55,7.79,223.3,1.62,7.79,233.97,1.42,12.39,0.56,1.55,12.39,0.5,1.38493,10.31212,0.00103,1.58723,10.31212,0.00114
N_ALA_A4,N_ALA,north,664,European Atlantic mixed forests,18.13999939,11.63909778,52.99585029,R22,R22,grassland,2022,restored,0,fresh,mowing,6,1.52,11.46,237.64,1.65,11.46,223.81,1.45,12.39,0.56,1.58,12.39,0.51,1.43265,104.09824,0.0011,2.02276,104.09824,0.00198
N_ARE_A1,N_ARE,north,664,European Atlantic mixed forests,20.57999992,11.41380242,52.90835525,R22,R22,arable land,2022,restored,0,fresh,mowing,NA,1.82,5.48,271.11,1.4,5.48,242.9,2.08,9.75,0.36,1.81,9.75,0.39,1.40233,75.99916,6.40E-04,1.97372,75.99916,0.00191
N_ARE_A2,N_ARE,north,664,European Atlantic mixed forests,20.57999992,11.41380242,52.90835525,R22,R22,arable land,2022,restored,0,fresh,mowing,NA,1.57,5.48,294.31,1.37,5.48,244.15,1.41,10.49,0.57,1.96,10.49,0.37,1.49401,17.05323,6.70E-04,1.66246,17.05323,7.60E-04
N_ARE_A3,N_ARE,north,664,European Atlantic mixed forests,20.57999992,11.41380242,52.90835525,R22,R22,arable land,2022,restored,0,fresh,mowing,NA,1.62,5.48,288.05,1.36,5.48,247.64,1.5,21.03,0.56,1.94,21.03,0.4,1.49701,16.18942,6.70E-04,1.63266,16.18942,0.00116
N_ARE_A4,N_ARE,north,664,European Atlantic mixed forests,20.57999992,11.41380242,52.90835525,R22,R22,arable land,2022,restored,0,fresh,mowing,NA,1.4,5.48,259.38,1.34,5.48,252.47,1.97,10.49,0.4,1.9,10.49,0.37,1.4017,80.0542,7.50E-04,1.91281,80.0542,0.00136
N_BEB_A1,N_BEB,north,664,European Atlantic mixed forests,54.29000092,10.58705219,52.56455023,R22,R22,arable land,2022,restored,0,fresh,both,29,1.85,5.12,285.54,1.73,5.12,271.78,1.55,9.4,0.52,1.66,9.4,0.47,2.19303,36.83649,0.00104,3.30107,36.83649,9.80E-04
N_BEB_A2,N_BEB,north,664,European Atlantic mixed forests,54.29000092,10.58705219,52.56455023,R22,R22,arable land,2022,restored,0,fresh,both,29,2.01,15.57,244.87,2.39,15.57,238.62,1.48,9.57,0.46,1.66,9.57,0.47,2.50152,36.83649,0.0015,3.35412,36.83649,9.50E-04
