id.plot,id.site,region,eco.id,eco.name,altitude,longitude,latitude,esy4,esy16,start.rest,rest.meth,obs.year,site.type,hydrology,mngm.type,lui,c.n.B10,c.n,ph.value,clay.perc.B10,clay.perc.B30,silt.perc.B10,silt.perc.B30,sand.perc.B10,sand.perc.B30,clay.perc,silt.perc,sand.perc,rest.meth.type,rest.age,fdis.abu.sla,fric.abu.sla,cwm.abu.sla,fdis.pres.sla,fric.pres.sla,cwm.pres.sla,fdis.abu.height,fric.abu.height,cwm.abu.height,fdis.pres.height,fric.pres.height,cwm.pres.height,fdis.abu.seedmass,fric.abu.seedmass,cwm.abu.seedmass,fdis.pres.seedmass,fric.pres.seedmass,cwm.pres.seedmass
M_STA_A3,M_STA,centre,654,Central European mixed forests,54.43999863,12.03915626,51.87081962,R,R22,2018,res,2023,restored,fresh,mowing,1.380530973,8.561247216,8.620493206,5.12,23.5,23.5,57.5,57.5,19,19,23.5,57.5,19,res,5,1.38,7.59,246.06,1.42,7.59,246.76,2.06,25.62,0.53,1.95,25.62,0.37,1.70767,29.28562,0.0015,2.02779,29.28562,9.90E-04
M_STA_A4,M_STA,centre,654,Central European mixed forests,54.43999863,12.03915626,51.87081962,R22,R22,2018,res,2023,restored,fresh,mowing,1.380530973,8.561247216,8.620493206,5.12,23.5,23.5,57.5,57.5,19,19,23.5,57.5,19,res,5,1.55,7.59,244.44,1.47,7.59,241.3,1.96,25.62,0.68,1.89,25.62,0.42,1.45825,101.08506,0.00216,1.8169,101.08506,0.00147
M_STF_A1,M_STF,centre,654,Central European mixed forests,39.75,11.6869805,52.28069534,R,R22,2020,dih,2023,restored,moist,mowing,0.690265487,9.259998669,9.117132485,6.17,45,45,7.5,7.5,47.5,47.5,45,7.5,47.5,dih,3,1.64,10.03,243.98,1.58,10.03,252.45,1.83,13.58,0.39,1.75,13.58,0.43,1.61404,199.34179,7.10E-04,2.17799,199.34179,0.00146
M_STF_A2,M_STF,centre,654,Central European mixed forests,39.75,11.6869805,52.28069534,R22,R22,2020,dih,2023,restored,moist,mowing,0.690265487,9.259998669,9.117132485,6.17,45,45,7.5,7.5,47.5,47.5,45,7.5,47.5,dih,3,1.5,11.94,237.61,1.64,11.94,227.24,1.72,16.46,0.44,1.71,16.46,0.47,1.7776,199.34179,7.70E-04,1.86201,199.34179,0.00109
M_STF_A3,M_STF,centre,654,Central European mixed forests,39.75,11.6869805,52.28069534,R22,R22,2020,dih,2023,restored,moist,mowing,0.690265487,9.259998669,9.117132485,6.17,45,45,7.5,7.5,47.5,47.5,45,7.5,47.5,dih,3,1.57,27.44,267.95,1.63,27.44,256.48,1.79,16.46,0.5,1.81,16.46,0.43,1.67316,61.58386,0.00115,2.11046,61.58386,0.00133
M_STF_A4,M_STF,centre,654,Central European mixed forests,39.75,11.6869805,52.28069534,R22,R22,2020,dih,2023,restored,moist,mowing,0.690265487,9.259998669,9.117132485,6.17,45,45,7.5,7.5,47.5,47.5,45,7.5,47.5,dih,3,1.5,28.58,270.38,1.64,28.58,257.84,1.72,16.46,0.53,1.9,16.46,0.44,1.72511,46.88336,0.00105,2.13403,46.88336,0.00143
M_STI_A1,M_STI,centre,654,Central European mixed forests,91.91999817,11.83597112,51.65776367,R,R22,1995,cus,2023,restored,moist,mowing,1.380530973,10.05429738,11.39591674,7.205,35,23.5,22.5,57.5,42.5,19,29.25,40,30.75,cus,28,1.4,35.21,234.64,1.79,35.21,242.08,1.82,69.05,0.57,2.24,69.05,0.47,1.46436,40.46112,0.00318,2.26488,40.46112,0.00148
M_STI_A2,M_STI,centre,654,Central European mixed forests,91.91999817,11.83597112,51.65776367,R22,R22,1995,cus,2023,restored,moist,mowing,1.380530973,10.05429738,11.39591674,7.205,35,23.5,22.5,57.5,42.5,19,29.25,40,30.75,cus,28,1.46,4.62,237.01,1.4,4.62,249.39,1.88,69.05,0.58,2.2,69.05,0.49,1.46749,10.23897,0.00291,1.6014,10.23897,0.00147
M_STI_A3,M_STI,centre,654,Central European mixed forests,91.91999817,11.83597112,51.65776367,R22,R22,1995,cus,2023,restored,moist,mowing,1.380530973,10.05429738,11.39591674,7.205,35,23.5,22.5,57.5,42.5,19,29.25,40,30.75,cus,28,1.48,9.93,242.93,1.62,9.93,252.15,1.74,69.05,0.67,2.01,69.05,0.53,1.68047,10.23897,0.00207,1.85971,10.23897,8.50E-04
M_STI_A4,M_STI,centre,654,Central European mixed forests,91.91999817,11.83597112,51.65776367,R22,R22,1995,cus,2023,restored,moist,mowing,1.380530973,10.05429738,11.39591674,7.205,35,23.5,22.5,57.5,42.5,19,29.25,40,30.75,cus,28,1.46,5.32,256.18,1.5,5.32,245.99,2.13,13.58,0.6,1.94,13.58,0.44,1.59062,35.69359,0.00197,1.95816,35.69359,0.00147
M_STN_A1,M_STN,centre,654,Central European mixed forests,184.0599976,11.51118008,51.27824642,V37,R1A,2021,mga,2023,restored,dry,grazing,0.444897825,10.50115803,12.16096265,7.24,21,21,35,35,44,44,21,35,44,mga,2,1.75,43.47,231.79,2.46,43.47,191.93,2.12,386.3,0.33,2.08,386.3,0.38,1.69778,97.14411,0.0013,2.34974,97.14411,0.00145
M_STN_A2,M_STN,centre,654,Central European mixed forests,184.0599976,11.51118008,51.27824642,R1A,R1A,2021,mga,2023,restored,dry,grazing,0.444897825,10.50115803,12.16096265,7.24,21,21,35,35,44,44,21,35,44,mga,2,1.68,43.47,236.71,2.02,43.47,202.17,1.46,20.15,0.3,1.79,20.15,0.26,1.68881,51.6526,0.00158,2.05225,51.6526,7.50E-04
M_STN_A3,M_STN,centre,654,Central European mixed forests,184.0599976,11.51118008,51.27824642,R1A,R1A,2021,mga,2023,restored,dry,grazing,0.444897825,10.50115803,12.16096265,7.24,21,21,35,35,44,44,21,35,44,mga,2,1.83,100.79,187.15,2.43,100.79,174.57,1.86,39.73,0.28,1.98,39.73,0.27,2.31604,34.06413,0.00294,1.84175,34.06413,0.00115
M_STN_A4,M_STN,centre,654,Central European mixed forests,184.0599976,11.51118008,51.27824642,R1A,R1A,2021,mga,2023,restored,dry,grazing,0.444897825,10.50115803,12.16096265,7.24,21,21,35,35,44,44,21,35,44,mga,2,1.68,27.95,207.45,2.15,27.95,175.28,1.32,12.33,0.32,1.73,12.33,0.29,2.39044,34.06413,0.00357,1.91031,34.06413,0.00154
M_STP_A1,M_STP,centre,654,Central European mixed forests,54.63000107,12.05356323,51.87379422,R22,R,NA,NA,2023,positive,fresh,mowing,1.380530973,8.892184325,8.993367803,5.005,23.5,23.5,57.5,57.5,19,19,23.5,57.5,19,positive,NA,1.29,16.87,255.35,1.57,16.87,265.87,1.86,53.43,0.39,1.97,53.43,0.32,2.16231,101.08506,0.00133,2.09926,101.08506,8.90E-04
M_STP_A2,M_STP,centre,654,Central European mixed forests,54.63000107,12.05356323,51.87379422,R,R,NA,NA,2023,positive,fresh,mowing,1.380530973,8.892184325,8.993367803,5.005,23.5,23.5,57.5,57.5,19,19,23.5,57.5,19,positive,NA,1.26,3.77,240,1.34,3.77,262.46,1.77,25.62,0.47,2.06,25.62,0.35,1.79018,101.08506,0.00237,2.21411,101.08506,8.10E-04
M_STP_A3,M_STP,centre,654,Central European mixed forests,54.63000107,12.05356323,51.87379422,R,R,NA,NA,2023,positive,fresh,mowing,1.380530973,8.892184325,8.993367803,5.005,23.5,23.5,57.5,57.5,19,19,23.5,57.5,19,positive,NA,1.3,5.39,242.86,1.42,5.39,251.57,1.59,14.65,0.46,1.9,14.65,0.36,1.84741,101.08506,0.00313,2.25143,101.08506,0.0011
M_STP_A4,M_STP,centre,654,Central European mixed forests,54.63000107,12.05356323,51.87379422,R,R,NA,NA,2023,positive,fresh,mowing,1.380530973,8.892184325,8.993367803,5.005,23.5,23.5,57.5,57.5,19,19,23.5,57.5,19,positive,NA,1.32,4.83,252.66,1.35,4.83,261.61,1.76,14.65,0.44,1.97,14.65,0.35,2.25677,101.08506,0.00118,2.23216,101.08506,0.00106
M_SUL_A1,M_SUL,centre,654,Central European mixed forests,73.33000183,11.56157811,52.02835511,R,R,NA,NA,2022,negative,fresh,both,0.690265487,18.32298137,18.32232984,7.405,45,16.5,7.5,78.5,47.5,13.5,30.75,43,30.5,negative,NA,1.07,7.49,258.95,1.49,7.49,286.02,1.23,20.6,0.51,2.14,20.6,0.36,1.1316,13.79163,0.00181,1.94316,13.79163,0.00105
M_SUL_A2,M_SUL,centre,654,Central European mixed forests,73.33000183,11.56157811,52.02835511,R,R,NA,NA,2022,negative,fresh,both,0.690265487,18.32298137,18.32232984,7.405,45,16.5,7.5,78.5,47.5,13.5,30.75,43,30.5,negative,NA,1.03,5.63,256.88,1.38,5.63,272.46,1.17,16.46,0.51,2.18,16.46,0.43,1.08769,10.23897,0.00188,1.83468,10.23897,0.0011
M_SUL_A3,M_SUL,centre,654,Central European mixed forests,73.33000183,11.56157811,52.02835511,R,R,NA,NA,2022,negative,fresh,both,0.690265487,18.32298137,18.32232984,7.405,45,16.5,7.5,78.5,47.5,13.5,30.75,43,30.5,negative,NA,1.09,8.07,259.38,1.53,8.07,254.17,1.48,12.63,0.46,1.98,12.63,0.44,1.25879,10.23897,0.00161,1.85937,10.23897,0.0013
M_SUL_A4,M_SUL,centre,654,Central European mixed forests,73.33000183,11.56157811,52.02835511,R,R,NA,NA,2022,negative,fresh,both,0.690265487,18.32298137,18.32232984,7.405,45,16.5,7.5,78.5,47.5,13.5,30.75,43,30.5,negative,NA,1.02,2.31,257.02,1.18,2.31,249.46,1.22,9.41,0.51,1.9,9.41,0.37,1.25467,10.32115,0.0016,2.11066,10.32115,8.30E-04
M_TAN_A1,M_TAN,centre,654,Central European mixed forests,120.5999985,11.75682108,51.64052353,R1A,R1A,2011,mga,2022,restored,dry,grazing,0.890515987,16.04562738,18.72651739,6.99,11,4,25,90,64,10,7.5,57.5,37,mga,11,2.06,175.66,179.77,2.28,175.66,165.71,1.96,24.71,0.25,2.24,24.71,0.28,1.77944,23.18055,0.0019,2.01131,23.18055,0.00138
M_TAN_A2,M_TAN,centre,654,Central European mixed forests,120.5999985,11.75682108,51.64052353,R1A,R1A,2011,mga,2022,restored,dry,grazing,0.890515987,16.04562738,18.72651739,6.99,11,4,25,90,64,10,7.5,57.5,37,mga,11,1.94,26.69,179.59,2.14,26.69,181.26,2.07,24.71,0.3,1.96,24.71,0.27,1.45585,14.11316,0.0018,1.76551,14.11316,0.00169
M_TAN_A3,M_TAN,centre,654,Central European mixed forests,120.5999985,11.75682108,51.64052353,R1A,R1A,2011,mga,2022,restored,dry,grazing,0.890515987,16.04562738,18.72651739,6.99,11,4,25,90,64,10,7.5,57.5,37,mga,11,1.72,14.4,162.3,2.16,14.4,167.04,1.88,24.05,0.33,1.91,24.05,0.22,1.40498,16.50657,0.00218,1.69346,16.50657,0.00119
M_TAN_A4,M_TAN,centre,654,Central European mixed forests,120.5999985,11.75682108,51.64052353,R1A,R1A,2011,mga,2022,restored,dry,grazing,0.890515987,16.04562738,18.72651739,6.99,11,4,25,90,64,10,7.5,57.5,37,mga,11,2.3,24.85,170.8,2.38,24.85,166.8,1.4,21.44,0.39,1.8,21.44,0.28,1.46925,14.14331,0.00204,1.93114,14.14331,0.0013
M_TRE_A1,M_TRE,centre,654,Central European mixed forests,75.77999878,11.96757714,51.64524689,R,R,2015,res,2023,restored,fresh,mowing,1.380530973,11.09035376,11.4061368,7.33,35,23.5,22.5,57.5,42.5,19,29.25,40,30.75,res,8,1.47,28.58,210.01,1.88,28.58,243.81,1.58,69.05,0.58,1.95,69.05,0.47,1.56924,10.23897,0.00151,1.5747,10.23897,0.00106
M_TRE_A2,M_TRE,centre,654,Central European mixed forests,75.77999878,11.96757714,51.64524689,R,R,2015,res,2023,restored,fresh,mowing,1.380530973,11.09035376,11.4061368,7.33,35,23.5,22.5,57.5,42.5,19,29.25,40,30.75,res,8,1.22,11.67,206.03,1.73,11.67,225.33,1.36,132.62,0.47,2.11,132.62,0.45,1.61972,11.7221,0.00201,1.68579,11.7221,0.00119
M_TRE_A3,M_TRE,centre,654,Central European mixed forests,75.77999878,11.96757714,51.64524689,R22,R,2015,res,2023,restored,fresh,mowing,1.380530973,11.09035376,11.4061368,7.33,35,23.5,22.5,57.5,42.5,19,29.25,40,30.75,res,8,1.34,11.67,208.91,1.71,11.67,241.74,1.31,15.4,0.49,1.73,15.4,0.49,1.71782,46.88336,0.00221,1.86906,46.88336,0.00141
M_TRE_A4,M_TRE,centre,654,Central European mixed forests,75.77999878,11.96757714,51.64524689,R22,R,2015,res,2023,restored,fresh,mowing,1.380530973,11.09035376,11.4061368,7.33,35,23.5,22.5,57.5,42.5,19,29.25,40,30.75,res,8,1.57,9.85,215.92,1.67,9.85,243.64,1.54,16.46,0.53,1.9,16.46,0.44,1.65184,23.45099,0.00196,1.71358,23.45099,0.00141
M_TRN_A1,M_TRN,centre,654,Central European mixed forests,75.37999725,11.96509704,51.64410826,R,R,NA,NA,2023,negative,moist,mowing,1.380530973,12.26786986,12.64282293,7.37,23.5,23.5,57.5,57.5,19,19,23.5,57.5,19,negative,NA,1.55,28.58,298.07,1.66,28.58,276.58,1.86,15.4,0.68,2.25,15.4,0.44,1.17192,8.06864,0.00247,1.63304,8.06864,0.00117
M_TRN_A2,M_TRN,centre,654,Central European mixed forests,75.37999725,11.96509704,51.64410826,R,R,NA,NA,2023,negative,moist,mowing,1.380530973,12.26786986,12.64282293,7.37,23.5,23.5,57.5,57.5,19,19,23.5,57.5,19,negative,NA,1.21,11.98,266.68,1.71,11.98,289.2,1.48,11.28,0.82,2.16,11.28,0.45,1.33446,3.68159,0.00193,1.4422,3.68159,0.002
M_TRN_A3,M_TRN,centre,654,Central European mixed forests,75.37999725,11.96509704,51.64410826,R,R,NA,NA,2023,negative,moist,mowing,1.380530973,12.26786986,12.64282293,7.37,23.5,23.5,57.5,57.5,19,19,23.5,57.5,19,negative,NA,1.4,6.8,247.44,1.51,6.8,242.85,2.58,8.81,0.39,1.93,8.81,0.46,1.66496,4.76664,0.00136,1.52629,4.76664,0.00135
M_TRN_A4,M_TRN,centre,654,Central European mixed forests,75.37999725,11.96509704,51.64410826,?,R,NA,NA,2023,negative,moist,mowing,1.380530973,12.26786986,12.64282293,7.37,23.5,23.5,57.5,57.5,19,19,23.5,57.5,19,negative,NA,1.96,14.13,289.51,1.99,14.13,293.58,2.08,20.6,0.59,2.44,20.6,0.35,1.7905,13.68181,0.002,1.76945,13.68181,0.00166
M_TTH_A1,M_TTH,centre,654,Central European mixed forests,212.8300018,11.74525195,51.20022449,R1A,R1A,2012,mga,2023,restored,dry,grazing,0.67531546,22.18176301,25.28616928,7.355,23.5,23.5,57.5,57.5,19,19,23.5,57.5,19,mga,11,1.5,62.44,197.71,2.08,62.44,205.76,2.07,28.94,0.21,2.21,28.94,0.22,1.71804,40.05555,6.70E-04,2.33263,40.05555,7.20E-04
M_TTH_A2,M_TTH,centre,654,Central European mixed forests,212.8300018,11.74525195,51.20022449,R1A,R1A,2012,mga,2023,restored,dry,grazing,0.67531546,22.18176301,25.28616928,7.355,23.5,23.5,57.5,57.5,19,19,23.5,57.5,19,mga,11,1.91,19.9,170.63,2,19.9,195.15,1.6,50.74,0.27,2.28,50.74,0.26,1.49163,26.69989,7.20E-04,1.88711,26.69989,9.90E-04
M_TTH_A3,M_TTH,centre,654,Central European mixed forests,212.8300018,11.74525195,51.20022449,R16,R1A,2012,mga,2023,restored,dry,grazing,0.67531546,22.18176301,25.28616928,7.355,23.5,23.5,57.5,57.5,19,19,23.5,57.5,19,mga,11,1.42,88.58,194.49,2.18,88.58,206.44,2.15,31.42,0.15,2.2,31.42,0.21,1.7289,20.4337,8.10E-04,2.18754,20.4337,8.50E-04
M_TTH_A4,M_TTH,centre,654,Central European mixed forests,212.8300018,11.74525195,51.20022449,R,R1A,2012,mga,2023,restored,dry,grazing,0.67531546,22.18176301,25.28616928,7.355,23.5,23.5,57.5,57.5,19,19,23.5,57.5,19,mga,11,1.28,19.04,192.26,1.76,19.04,208.13,2.11,52.98,0.16,2.31,52.98,0.2,1.63708,20.4337,8.40E-04,2.00246,20.4337,8.30E-04
M_TTO_A1,M_TTO,centre,654,Central European mixed forests,205.6600037,11.73221691,51.18472096,R1A,R1A,NA,NA,2022,positive,dry,grazing,NA,21.68292683,22.64146341,7.58,4,11,30,25,66,64,7.5,27.5,65,positive,NA,1.6,21.42,210.12,1.7,21.42,193.08,2.1,428.43,0.31,2.31,428.43,0.25,1.80095,25.14467,0.00164,1.73408,25.14467,0.00114
M_TTO_A2,M_TTO,centre,654,Central European mixed forests,205.6600037,11.73221691,51.18472096,R1A,R1A,NA,NA,2022,positive,dry,grazing,NA,21.68292683,22.64146341,7.58,4,11,30,25,66,64,7.5,27.5,65,positive,NA,1.48,28.99,192.94,1.71,28.99,192.51,1.75,33.04,0.22,2.16,33.04,0.26,1.84942,365.57293,5.00E-04,2.04356,365.57293,8.50E-04
M_TTO_A3,M_TTO,centre,654,Central European mixed forests,205.6600037,11.73221691,51.18472096,R1A,R1A,NA,NA,2022,positive,dry,grazing,NA,21.68292683,22.64146341,7.58,4,11,30,25,66,64,7.5,27.5,65,positive,NA,1.31,19.52,191.86,1.6,19.52,188.6,2.13,33.04,0.19,2.27,33.04,0.24,1.6835,79.53483,9.00E-04,1.90371,79.53483,9.40E-04
M_TTO_A4,M_TTO,centre,654,Central European mixed forests,205.6600037,11.73221691,51.18472096,R1A,R1A,NA,NA,2022,positive,dry,grazing,NA,21.68292683,22.64146341,7.58,4,11,30,25,66,64,7.5,27.5,65,positive,NA,1.55,20.25,176.24,1.78,20.25,189.2,2.22,33.04,0.16,2.09,33.04,0.23,1.47913,18.28595,0.0012,1.77173,18.28595,0.00102
M_TTP_A1,M_TTP,centre,654,Central European mixed forests,217.3399963,11.75171156,51.20209679,R1A,R1A,2009,mga,2022,restored,dry,grazing,1.023882133,13.86712095,15.84423586,7.425,4,4,30,30,66,66,4,30,66,mga,13,1.8,23.32,183.17,1.95,23.32,199.79,1.46,29.03,0.35,1.85,29.03,0.29,1.7175,39.17452,0.00157,1.94071,39.17452,0.0014
M_TTP_A2,M_TTP,centre,654,Central European mixed forests,217.3399963,11.75171156,51.20209679,R1A,R1A,2009,mga,2022,restored,dry,grazing,1.023882133,13.86712095,15.84423586,7.425,4,4,30,30,66,66,4,30,66,mga,13,1.63,33.91,169.03,1.93,33.91,201.81,1.75,46.87,0.31,1.94,46.87,0.28,1.76449,26.28707,0.00152,1.86954,26.28707,0.00135
M_TTP_A3,M_TTP,centre,654,Central European mixed forests,217.3399963,11.75171156,51.20209679,R1A,R1A,2009,mga,2022,restored,dry,grazing,1.023882133,13.86712095,15.84423586,7.425,4,4,30,30,66,66,4,30,66,mga,13,1.58,23.32,192.02,1.79,23.32,189.02,1.59,26.21,0.33,2.05,26.21,0.26,1.91267,27.25078,0.00152,2.24673,27.25078,0.00127
M_TTP_A4,M_TTP,centre,654,Central European mixed forests,217.3399963,11.75171156,51.20209679,R1A,R1A,2009,mga,2022,restored,dry,grazing,1.023882133,13.86712095,15.84423586,7.425,4,4,30,30,66,66,4,30,66,mga,13,2.06,22.96,142.03,1.73,22.96,185.44,1.78,37.06,0.29,2.27,37.06,0.26,1.49123,27.25078,0.00184,2.03526,27.25078,0.0011
M_VOC_A1,M_VOC,centre,654,Central European mixed forests,60.04000092,12.33854304,51.85665776,R,R22,2015,dih,2023,restored,fresh,mowing,1.380530973,9.883832259,10.00363934,6.08,45,45,52.5,52.5,12.5,12.5,45,52.5,12.5,dih,8,1.4,10.66,243.31,1.51,10.66,250.41,1.64,16.46,0.45,1.86,16.46,0.38,1.99294,39.02121,0.00189,1.93029,39.02121,0.001
M_VOC_A2,M_VOC,centre,654,Central European mixed forests,60.04000092,12.33854304,51.85665776,R22,R22,2015,dih,2023,restored,fresh,mowing,1.380530973,9.883832259,10.00363934,6.08,45,45,52.5,52.5,12.5,12.5,45,52.5,12.5,dih,8,1.41,7.53,232.24,1.54,7.53,238.55,1.56,16.46,0.56,1.8,16.46,0.38,2.57218,39.02121,0.002,2.20702,39.02121,0.0011
M_VOC_A3,M_VOC,centre,654,Central European mixed forests,60.04000092,12.33854304,51.85665776,R22,R22,2015,dih,2023,restored,fresh,mowing,1.380530973,9.883832259,10.00363934,6.08,45,45,52.5,52.5,12.5,12.5,45,52.5,12.5,dih,8,1.6,10.19,255.4,1.67,10.19,228.02,1.6,15.4,0.59,1.71,15.4,0.4,1.9915,18.52244,0.00183,1.87186,18.52244,0.00145
M_VOC_A4,M_VOC,centre,654,Central European mixed forests,60.04000092,12.33854304,51.85665776,R,R22,2015,dih,2023,restored,fresh,mowing,1.380530973,9.883832259,10.00363934,6.08,45,45,52.5,52.5,12.5,12.5,45,52.5,12.5,dih,8,1.37,8.36,236.32,1.57,8.36,226.01,1.58,10.54,0.52,1.77,10.54,0.39,2.53353,23.45099,0.00224,2.17572,23.45099,0.0014
M_WDG_A1,M_WDG,centre,654,Central European mixed forests,77.66000366,11.4834876,52.2889212,R22,R22,2016,res,2022,restored,fresh,mowing,1.380530973,15.06329114,11.05856865,6.855,11,4,25,30,64,66,7.5,27.5,65,res,6,1.25,14.67,223.78,1.74,14.67,211.99,1.3,12.86,0.42,1.63,12.86,0.42,1.42055,17.52068,0.00179,1.6583,17.52068,0.00112
M_WDG_A2,M_WDG,centre,654,Central European mixed forests,77.66000366,11.4834876,52.2889212,R22,R22,2016,res,2022,restored,fresh,mowing,1.380530973,15.06329114,11.05856865,6.855,11,4,25,30,64,66,7.5,27.5,65,res,6,1.58,12.47,214.57,1.69,12.47,206.46,1.58,15.4,0.38,1.68,15.4,0.39,1.52605,12.34545,0.00121,1.61004,12.34545,0.0014
M_WDG_A3,M_WDG,centre,654,Central European mixed forests,77.66000366,11.4834876,52.2889212,R,R22,2016,res,2022,restored,fresh,mowing,1.380530973,15.06329114,11.05856865,6.855,11,4,25,30,64,66,7.5,27.5,65,res,6,1.66,19.11,175.92,1.76,19.11,215.27,1.93,12.86,0.32,1.69,12.86,0.4,1.90707,39.04983,0.00272,1.84337,39.04983,0.00125
M_WDG_A4,M_WDG,centre,654,Central European mixed forests,77.66000366,11.4834876,52.2889212,R,R22,2016,res,2022,restored,fresh,mowing,1.380530973,15.06329114,11.05856865,6.855,11,4,25,30,64,66,7.5,27.5,65,res,6,1.78,14.67,191.58,1.75,14.67,216.22,1.89,15.4,0.36,1.73,15.4,0.39,1.99249,13.07397,0.00139,1.6347,13.07397,0.0011
M_WED_A1,M_WED,centre,654,Central European mixed forests,48.04000092,11.48918164,52.2679638,R22,R22,2016,res,2023,restored,moist,mowing,1.380530973,14.31809646,14.42662692,7.215,21,21,35,35,44,44,21,35,44,res,7,1.52,34.63,246.8,1.93,34.63,243.35,1.95,69.05,0.72,2.22,69.05,0.56,1.33702,10.23897,0.00272,1.69152,10.23897,0.00124
M_WED_A2,M_WED,centre,654,Central European mixed forests,48.04000092,11.48918164,52.2679638,R22,R22,2016,res,2023,restored,moist,mowing,1.380530973,14.31809646,14.42662692,7.215,21,21,35,35,44,44,21,35,44,res,7,1.65,10.75,231.65,1.73,10.75,217.97,1.82,7.81,0.71,1.54,7.81,0.52,1.35455,9.00942,0.00249,1.48186,9.00942,0.00144
M_WED_A3,M_WED,centre,654,Central European mixed forests,48.04000092,11.48918164,52.2679638,R22,R22,2016,res,2023,restored,moist,mowing,1.380530973,14.31809646,14.42662692,7.215,21,21,35,35,44,44,21,35,44,res,7,1.93,10.75,229.9,1.93,10.75,228.76,1.72,32.77,0.86,2.19,32.77,0.62,1.23757,9.51355,0.00244,1.49832,9.51355,0.00135
M_WED_A4,M_WED,centre,654,Central European mixed forests,48.04000092,11.48918164,52.2679638,R22,R22,2016,res,2023,restored,moist,mowing,1.380530973,14.31809646,14.42662692,7.215,21,21,35,35,44,44,21,35,44,res,7,1.38,8.87,275.05,1.54,8.87,255.03,2.21,36.25,0.73,1.96,36.25,0.58,1.48272,24.94904,0.00188,1.83664,24.94904,0.00164
M_WEF_A1,M_WEF,centre,654,Central European mixed forests,120.6800003,11.17225431,52.17879519,R,R22,2009,mga,2022,restored,moist,mowing,1.380530973,17.39707835,12.90308463,7.38,4,4,30,30,66,66,4,30,66,mga,13,1.29,425.22,254.17,2.9,425.22,182.9,1.17,53.81,0.63,2.34,53.81,0.56,1.3584,8.2564,5.70E-04,1.51157,8.2564,6.00E-04
M_WEF_A2,M_WEF,centre,654,Central European mixed forests,120.6800003,11.17225431,52.17879519,Q53,R22,2009,mga,2022,restored,moist,mowing,1.380530973,17.39707835,12.90308463,7.38,4,4,30,30,66,66,4,30,66,mga,13,2.67,335.52,180.49,2.4,335.52,181.67,1.98,53.81,0.77,2.11,53.81,0.52,1.50271,27.10769,6.60E-04,1.85542,27.10769,8.70E-04
M_WEF_A3,M_WEF,centre,654,Central European mixed forests,120.6800003,11.17225431,52.17879519,R,R22,2009,mga,2022,restored,moist,mowing,1.380530973,17.39707835,12.90308463,7.38,4,4,30,30,66,66,4,30,66,mga,13,1.99,425.22,238.76,2.47,425.22,210.96,1.92,53.81,0.44,2.01,53.81,0.44,1.66479,13.97714,4.60E-04,1.84503,13.97714,8.40E-04
M_WEF_A4,M_WEF,centre,654,Central European mixed forests,120.6800003,11.17225431,52.17879519,R,R22,2009,mga,2022,restored,moist,mowing,1.380530973,17.39707835,12.90308463,7.38,4,4,30,30,66,66,4,30,66,mga,13,1.18,5.38,241.52,1.7,5.38,211.91,1.22,53.81,0.61,2.47,53.81,0.52,1.14285,8.06864,9.40E-04,1.60695,8.06864,8.80E-04
M_WIM_A1,M_WIM,centre,686,Western European broadleaf forests,212.1000061,11.49754839,51.51079173,R22,R22,2016,res,2022,restored,fresh,both,1.058357728,8.3984375,8.312519243,6.98,35,16.5,40,78.5,25,13.5,25.75,59.25,19.25,res,6,1.55,10.38,207.84,1.85,10.38,226.66,1.48,17.07,0.46,1.58,17.07,0.4,1.60083,16.50657,9.80E-04,1.85292,16.50657,7.70E-04
M_WIM_A2,M_WIM,centre,686,Western European broadleaf forests,212.1000061,11.49754839,51.51079173,R22,R22,2016,res,2022,restored,fresh,both,1.058357728,8.3984375,8.312519243,6.98,35,16.5,40,78.5,25,13.5,25.75,59.25,19.25,res,6,1.69,8.52,207.92,1.66,8.52,227.86,1.52,31.28,0.49,1.74,31.28,0.53,1.69815,22.2689,5.60E-04,1.9445,22.2689,8.60E-04
M_WIM_A3,M_WIM,centre,686,Western European broadleaf forests,212.1000061,11.49754839,51.51079173,R22,R22,2016,res,2022,restored,fresh,both,1.058357728,8.3984375,8.312519243,6.98,35,16.5,40,78.5,25,13.5,25.75,59.25,19.25,res,6,1.47,11.62,196.4,1.72,11.62,202.13,1.49,82.01,0.39,1.81,82.01,0.5,1.74086,35.61898,0.00145,1.9121,35.61898,0.00167
M_WIM_A4,M_WIM,centre,686,Western European broadleaf forests,212.1000061,11.49754839,51.51079173,R22,R22,2016,res,2022,restored,fresh,both,1.058357728,8.3984375,8.312519243,6.98,35,16.5,40,78.5,25,13.5,25.75,59.25,19.25,res,6,1.36,8.65,204.65,1.64,8.65,227.72,1.29,8.54,0.42,1.58,8.54,0.38,1.72873,16.65262,0.00154,1.75009,16.65262,0.00105
M_WLE_A1,M_WLE,centre,654,Central European mixed forests,119.6500015,11.20737972,52.18579459,?,R,NA,NA,2022,negative,moist,mowing,2.404792484,22.97111417,18.77527671,7.49,2.5,4,5,30,92.5,66,3.25,17.5,79.25,negative,NA,1.35,13.88,290.43,2.16,13.88,202.13,1.07,13.03,0.64,1.98,13.03,0.5,1.36282,7.30715,2.40E-04,1.54418,7.30715,9.80E-04
